Day of Week,Date,d1,d2,Event,Date Wikipedia,Event Wikipedia,Date UFC,Event UFC,Date Sherdog,Event Sherdog,Date Fightmetric,Event Fightmetric,Date MMAFighting,Event MMAFighting
Saturday,2006-04-15,False,False,UFC 59: Reality Check,4/15/2006,UFC 059 !UFC 59: Reality Check,4/15/2006,UFC 59,4/15/2006,,4/15/2006,UFC 59: Reality Check,4/15/2006,
Thursday,2006-04-06,False,False,UFC Fight Night 4,4/6/2006,UFC Fight Night 04 !UFC Fight Night 4,4/6/2006,UFC Fight Night,4/6/2006,UFC Fight Night 4 - Bonnar vs. Jardine,4/6/2006,UFC Fight Night 4,4/6/2006,
Saturday,2006-03-04,False,False,UFC 58: USA vs. Canada,3/4/2006,UFC 058 !UFC 58: USA vs. Canada,3/4/2006,UFC 58,3/4/2006,,3/4/2006,UFC 58: USA vs Canada,3/4/2006,
Saturday,2006-02-04,False,False,UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 057 !UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 57,2/4/2006,UFC 57 - Liddell vs. Couture 3,2/4/2006,UFC 57: Liddell vs Couture 3,2/4/2006,
Monday,2006-01-16,False,False,UFC Fight Night 3,1/16/2006,UFC Fight Night 03 !UFC Fight Night 3,1/16/2006,UFC Fight Night,1/16/2006,,1/16/2006,UFC Fight Night 3,1/16/2006,
Saturday,2005-11-19,False,False,UFC 56: Full Force,11/19/2005,UFC 056 !UFC 56: Full Force,11/19/2005,UFC 56,11/19/2005,UFC 56 - Full Force,11/19/2005,UFC 56: Full Force,11/19/2005,
Saturday,2005-11-05,False,False,Ultimate Fighter 02 The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,Ultimate Fighter 02 !The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,The Ultimate Fighter 2,11/5/2005,,11/5/2005,The Ultimate Fighter 2 Finale,11/5/2005,
Friday,2005-10-07,False,False,UFC 55: Fury,10/7/2005,UFC 055 !UFC 55: Fury,10/7/2005,UFC 55,10/7/2005,UFC 55 - Fury,10/7/2005,UFC 55: Fury,10/7/2005,
Monday,2005-10-03,False,False,UFC Fight Night 2,10/3/2005,UFC Fight Night 02 !UFC Fight Night 2,10/3/2005,UFC Fight Night,10/3/2005,,10/3/2005,UFC Fight Night 2,10/3/2005,
Saturday,2005-08-20,False,False,UFC 54: Boiling Point,8/20/2005,UFC 054 !UFC 54: Boiling Point,8/20/2005,UFC 54,8/20/2005,UFC 54 - Boiling Point,8/20/2005,UFC 54: Boiling Point,8/20/2005,
Saturday,2005-08-06,False,False,UFC Fight Night 1,8/6/2005,UFC Fight Night 01 !UFC Fight Night,8/6/2005,UFC Fight Night,8/6/2005,,8/6/2005,UFC Fight Night 1,8/6/2005,
Saturday,2005-06-04,False,False,UFC 53: Heavy Hitters,6/4/2005,UFC 053 !UFC 53: Heavy Hitters,6/4/2005,UFC 53,6/4/2005,UFC 53 - Heavy Hitters,6/4/2005,UFC 53: Heavy Hitters,6/4/2005,
Saturday,2005-04-16,False,False,UFC 52: Couture vs. Liddell,4/16/2005,UFC 052 !UFC 52: Couture vs. Liddell,4/16/2005,UFC 52,4/16/2005,,4/16/2005,UFC 52: Couture vs Liddell 2,4/16/2005,
Saturday,2005-04-09,False,False,Ultimate Fighter 01 The Ultimate Fighter: Team Couture vs. Team Liddell Finale,4/9/2005,Ultimate Fighter 01 !The Ultimate Fighter: Team Couture vs. Team Liddell Finale,4/9/2005,The Ultimate Fighter 1,4/9/2005,UFC - The Ultimate Fighter 1 Finale,4/9/2005,The Ultimate Fighter 1 Finale,4/9/2005,
Saturday,2005-02-05,False,False,UFC 51: Super Saturday,2/5/2005,UFC 051 !UFC 51: Super Saturday,2/5/2005,UFC 51,2/5/2005,,2/5/2005,UFC 51: Super Saturday,2/5/2005,
Friday,2004-10-22,False,False,UFC 50: The War of '04,10/22/2004,UFC 050 !UFC 50: The War of '04,10/22/2004,UFC 50,10/22/2004,UFC 50 - The War of '04,10/22/2004,UFC 50: The War Of '04,10/22/2004,
Saturday,2004-08-21,False,False,UFC 49: Unfinished Business,8/21/2004,UFC 049 !UFC 49: Unfinished Business,8/21/2004,UFC 49,8/21/2004,,8/21/2004,UFC 49: Unfinished Business,8/21/2004,
Saturday,2004-06-19,False,False,UFC 48: Payback,6/19/2004,UFC 048 !UFC 48: Payback,6/19/2004,UFC 48,6/19/2004,UFC 48 - Payback,6/19/2004,UFC 48: Payback,6/19/2004,
Friday,2004-04-02,False,False,UFC 47: It's On!,4/2/2004,UFC 047 !UFC 47: It's On!,4/2/2004,UFC 47,4/2/2004,,4/2/2004,UFC 47: It's On!,4/2/2004,
Saturday,2004-01-31,False,False,UFC 46: Supernatural,1/31/2004,UFC 046 !UFC 46: Supernatural,1/31/2004,UFC 46,1/31/2004,UFC 46 - Supernatural,1/31/2004,UFC 46: Supernatural,1/31/2004,
Friday,2003-11-21,False,False,UFC 45: Revolution,11/21/2003,UFC 045 !UFC 45: Revolution,11/21/2003,UFC 45,11/21/2003,,11/21/2003,UFC 45: Revolution,11/21/2003,
Friday,2003-09-26,False,False,UFC 44: Undisputed,9/26/2003,UFC 044 !UFC 44: Undisputed,9/26/2003,UFC 44,9/26/2003,UFC 44 - Undisputed,9/26/2003,UFC 44: Undisputed,9/26/2003,
Friday,2003-06-06,False,False,UFC 43: Meltdown,6/6/2003,UFC 043 !UFC 43: Meltdown,6/6/2003,UFC 43,6/6/2003,,6/6/2003,UFC 43: Meltdown,6/6/2003,
Friday,2003-04-25,False,False,UFC 42: Sudden Impact,4/25/2003,UFC 042 !UFC 42: Sudden Impact,4/25/2003,UFC 42,4/25/2003,UFC 42 - Sudden Impact,4/25/2003,UFC 42: Sudden Impact,4/25/2003,
Friday,2003-02-28,False,False,UFC 41: Onslaught,2/28/2003,UFC 041 !UFC 41: Onslaught,2/28/2003,UFC 41,2/28/2003,,2/28/2003,UFC 41: Onslaught,2/28/2003,
Friday,2002-11-22,False,False,UFC 40: Vendetta,11/22/2002,UFC 040 !UFC 40: Vendetta,11/22/2002,UFC 40,11/22/2002,UFC 40 - Vendetta,11/22/2002,UFC 40: Vendetta,11/22/2002,
Friday,2002-09-27,False,False,UFC 39: The Warriors Return,9/27/2002,UFC 039 !UFC 39: The Warriors Return,9/27/2002,UFC 39,9/27/2002,,9/27/2002,UFC 39: The Warriors Return,9/27/2002,
Saturday,2002-07-13,False,False,UFC 38: Brawl at the Hall,7/13/2002,UFC 038 !UFC 38: Brawl at the Hall,7/13/2002,UFC 38,7/13/2002,UFC 38 - Brawl at the Hall,7/13/2002,UFC 38: Brawl at the Hall,7/13/2002,
Saturday,2002-06-22,False,False,UFC 37.5: As Real As It Gets,6/22/2002,UFC 037.5 !UFC 37.5: As Real As It Gets,6/22/2002,UFC 37.5,6/22/2002,,6/22/2002,UFC 37.5: As Real As It Gets,6/22/2002,
Friday,2002-05-10,False,False,UFC 37: High Impact,5/10/2002,UFC 037 !UFC 37: High Impact,5/10/2002,UFC 37,5/10/2002,UFC 37 - High Impact,5/10/2002,UFC 37: High Impact,5/10/2002,
Friday,2002-03-22,False,False,UFC 36: Worlds Collide,3/22/2002,UFC 036 !UFC 36: Worlds Collide,3/22/2002,UFC 36,3/22/2002,,3/22/2002,UFC 36: Worlds Collide,3/22/2002,
Friday,2002-01-11,False,False,UFC 35: Throwdown,1/11/2002,UFC 035 !UFC 35: Throwdown,1/11/2002,UFC 35,1/11/2002,UFC 35 - Throwdown,1/11/2002,UFC 35: Throwdown,1/11/2002,
Friday,2001-11-02,False,False,UFC 34: High Voltage,11/2/2001,UFC 034 !UFC 34: High Voltage,11/2/2001,UFC 34,11/2/2001,,11/2/2001,UFC 34: High Voltage,11/2/2001,
Friday,2001-09-28,False,False,UFC 33: Victory in Vegas,9/28/2001,UFC 033 !UFC 33: Victory in Vegas,9/28/2001,UFC 33,9/28/2001,UFC 33 - Victory in Vegas,9/28/2001,UFC 33: Victory in Vegas,9/28/2001,
Friday,2001-06-29,False,False,UFC 32: Showdown in the Meadowlands,6/29/2001,UFC 032 !UFC 32: Showdown in the Meadowlands,6/29/2001,UFC 32,6/29/2001,,6/29/2001,UFC 32: Showdown in the Meadowlands,6/29/2001,
Friday,2001-05-04,False,False,UFC 31: Locked and Loaded,5/4/2001,UFC 031 !UFC 31: Locked and Loaded,5/4/2001,UFC 31,5/4/2001,UFC 31 - Locked &amp; Loaded,5/4/2001,UFC 31: Locked and Loaded,5/4/2001,
Friday,2001-02-23,False,False,UFC 30: Battle on the Boardwalk,2/23/2001,UFC 030 !UFC 30: Battle on the Boardwalk,2/23/2001,UFC 30,2/23/2001,,2/23/2001,UFC 30: Battle on the Boardwalk,2/23/2001,
Saturday,2000-12-16,False,False,UFC 29: Defense of the Belts,12/16/2000,UFC 029 !UFC 29: Defense of the Belts,12/16/2000,UFC 29,12/16/2000,UFC 29 - Defense of the Belts,12/16/2000,UFC 29: Defense of the Belts,12/16/2000,
Friday,2000-11-17,False,False,UFC 28: High Stakes,11/17/2000,UFC 028 !UFC 28: High Stakes,11/17/2000,UFC 28,11/17/2000,,11/17/2000,UFC 28: High Stakes,11/17/2000,
Friday,2000-09-22,False,False,UFC 27: Ultimate Bad Boyz,9/22/2000,UFC 027 !UFC 27: Ultimate Bad Boyz,9/22/2000,UFC 27,9/22/2000,UFC 27 - Ultimate Bad Boyz,9/22/2000,UFC 27: Ultimate Bad Boyz,9/22/2000,
Friday,2000-06-09,False,False,UFC 26: Ultimate Field of Dreams,6/9/2000,UFC 026 !UFC 26: Ultimate Field of Dreams,6/9/2000,UFC 26,6/9/2000,,6/9/2000,UFC 26: Ultimate Field Of Dreams,6/9/2000,
Friday,2000-04-14,False,False,UFC 25: Ultimate Japan 3,4/14/2000,UFC 025 !UFC 25: Ultimate Japan 3,4/14/2000,UFC 25,4/14/2000,UFC 25 - Ultimate Japan 3,4/14/2000,UFC 25: Ultimate Japan 3,4/14/2000,
Friday,2000-03-10,False,False,UFC 24: First Defense,3/10/2000,UFC 024 !UFC 24: First Defense,3/10/2000,UFC 24,3/10/2000,,3/10/2000,UFC 24: First Defense,3/10/2000,
Friday,1999-11-19,False,False,UFC 23: Ultimate Japan 2,11/19/1999,UFC 023 !UFC 23: Ultimate Japan 2,11/19/1999,UFC 23,11/19/1999,UFC 23 - Ultimate Japan 2,11/19/1999,UFC 23: Ultimate Japan 2,11/19/1999,
Friday,1999-09-24,False,False,UFC 22: Only One Can be Champion,9/24/1999,UFC 022 !UFC 22: Only One Can be Champion,9/24/1999,UFC 22,9/24/1999,,9/24/1999,UFC 22: Only One Can be Champion,9/24/1999,
Friday,1999-07-16,False,False,UFC 21: Return of the Champions,7/16/1999,UFC 021 !UFC 21: Return of the Champions,7/16/1999,UFC 21,7/16/1999,UFC 21 - Return of the Champions,7/16/1999,UFC 21: Return of the Champions,7/16/1999,
Friday,1999-05-07,False,False,UFC 20: Battle for the Gold,5/7/1999,UFC 020 !UFC 20: Battle for the Gold,5/7/1999,UFC 20,5/7/1999,,5/7/1999,UFC 20: Battle for the Gold,5/7/1999,
Friday,1999-03-05,False,False,UFC 19: Ultimate Young Guns,3/5/1999,UFC 019 !UFC 19: Ultimate Young Guns,3/5/1999,UFC 19,3/5/1999,UFC 19 - Ultimate Young Guns,3/5/1999,UFC 19: Ultimate Young Guns,3/5/1999,
Friday,1999-01-08,False,False,UFC 18: The Road to the Heavyweight Title,1/8/1999,UFC 018 !UFC 18: The Road to the Heavyweight Title,1/8/1999,UFC 18,1/8/1999,,1/8/1999,UFC 18: The Road to the Heavyweight Title,1/8/1999,
Friday,1998-10-16,False,False,UFC Brazil: Ultimate Brazil,10/16/1998,UFC Brazil: Ultimate Brazil,10/16/1998,Ultimate,10/16/1998,UFC 17.5 - Ultimate Brazil,10/16/1998,UFC - Ultimate Brazil,10/16/1998,
Friday,1998-05-15,False,False,UFC 17: Redemption,5/15/1998,UFC 017 !UFC 17: Redemption,5/15/1998,UFC 17,5/15/1998,,5/15/1998,UFC 17: Redemption,5/15/1998,
Friday,1998-03-13,False,False,UFC 16: Battle in the Bayou,3/13/1998,UFC 016 !UFC 16: Battle in the Bayou,3/13/1998,UFC 16,3/13/1998,UFC 16 - Battle in the Bayou,3/13/1998,UFC 16: Battle in the Bayou,3/13/1998,
Sunday,1997-12-21,False,False,UFC Japan: Ultimate Japan,12/21/1997,UFC Japan: Ultimate Japan,12/21/1997,,12/21/1997,,12/21/1997,UFC - Ultimate Japan,12/21/1997,
Friday,1997-10-17,False,False,UFC 15: Collision Course,10/17/1997,UFC 015 !UFC 15: Collision Course,10/17/1997,UFC 15,10/17/1997,UFC 15 - Collision Course,10/17/1997,UFC 15: Collision Course,10/17/1997,
Sunday,1997-07-27,False,False,UFC 14: Showdown,7/27/1997,UFC 014 !UFC 14: Showdown,7/27/1997,UFC 14,7/27/1997,,7/27/1997,UFC 14: Showdown,7/27/1997,
Friday,1997-05-30,False,False,UFC 13: The Ultimate Force,5/30/1997,UFC 013 !UFC 13: The Ultimate Force,5/30/1997,UFC 13,5/30/1997,UFC 13 - The Ultimate Force,5/30/1997,UFC 13: The Ultimate Force,5/30/1997,
Friday,1997-02-07,False,False,UFC 12: Judgement Day,2/7/1997,UFC 012 !UFC 12: Judgement Day,2/7/1997,UFC 12,2/7/1997,,2/7/1997,UFC 12: Judgement Day,2/7/1997,
Saturday,1996-12-07,False,False,UFC: The Ultimate Ultimate 2,12/7/1996,UFC: The Ultimate Ultimate 2,12/7/1996,Ultimate Ultimate 96,12/7/1996,UFC - Ultimate Ultimate 1996,12/7/1996,UFC - Ultimate Ultimate '96,12/7/1996,
Friday,1996-09-20,False,False,UFC 11: The Proving Ground,9/20/1996,UFC 011 !UFC 11: The Proving Ground,9/20/1996,UFC 11,9/20/1996,,9/20/1996,UFC 11: The Proving Ground,9/20/1996,
Friday,1996-07-12,False,False,UFC 10: The Tournament,7/12/1996,UFC 010 !UFC 10: The Tournament,7/12/1996,UFC 10,7/12/1996,UFC 10 - The Tournament,7/12/1996,UFC 10: The Tournament,7/12/1996,
Friday,1996-05-17,False,False,UFC 9: Motor City Madness,5/17/1996,UFC 009 !UFC 9: Motor City Madness,5/17/1996,UFC 9,5/17/1996,,5/17/1996,UFC 9: Motor City Madness,5/17/1996,
Friday,1996-02-16,False,False,UFC 8: David vs. Goliath,2/16/1996,UFC 008 !UFC 8: David vs. Goliath,2/16/1996,UFC 8,2/16/1996,UFC 8 - David vs. Goliath,2/16/1996,UFC 8: David vs Goliath,2/16/1996,
Saturday,1995-12-16,False,False,UFC: The Ultimate Ultimate,12/16/1995,UFC: The Ultimate Ultimate,12/16/1995,Ultimate Ultimate 95,12/16/1995,,12/16/1995,UFC - Ultimate Ultimate '95,12/16/1995,
Friday,1995-09-08,False,False,UFC 7: The Brawl in Buffalo,9/8/1995,UFC 007 !UFC 7: The Brawl in Buffalo,9/8/1995,UFC 7,9/8/1995,UFC 7 - The Brawl in Buffalo,9/8/1995,UFC 7: The Brawl in Buffalo,9/8/1995,
Friday,1995-07-14,False,False,UFC 6: Clash of the Titans,7/14/1995,UFC 006 !UFC 6: Clash of the Titans,7/14/1995,UFC 6,7/14/1995,,7/14/1995,UFC 6: Clash of the Titans,7/14/1995,
Friday,1995-04-07,False,False,UFC 5: The Return of the Beast,4/7/1995,UFC 005 !UFC 5: The Return of the Beast,4/7/1995,UFC 5,4/7/1995,UFC 5 - The Return of the Beast,4/7/1995,UFC 5: The Return of the Beast,4/7/1995,
Friday,1994-12-16,False,False,UFC 4: Revenge of the Warriors,12/16/1994,UFC 004 !UFC 4: Revenge of the Warriors,12/16/1994,UFC 4,12/16/1994,,12/16/1994,UFC 4: Revenge of the Warriors,12/16/1994,
Friday,1994-09-09,False,False,UFC 3: The American Dream,9/9/1994,UFC 003 !UFC 3: The American Dream,9/9/1994,UFC 3,9/9/1994,UFC 3 - The American Dream,9/9/1994,UFC 3: The American Dream,9/9/1994,
Friday,1994-03-11,False,False,UFC 2: No Way Out,3/11/1994,UFC 002 !UFC 2: No Way Out,3/11/1994,UFC 2,3/11/1994,,3/11/1994,UFC 2: No Way Out,3/11/1994,
Friday,1993-11-12,False,False,UFC 1: The Beginning,11/12/1993,UFC 001 !UFC 1: The Beginning,11/12/1993,UFC 1,11/12/1993,UFC 1 - The Beginning,11/12/1993,UFC 1: The Beginning,11/12/1993,
