Day of Week,Date,d1,d2,Event,Date Wikipedia,Event Wikipedia,Date UFC,Event UFC,Date Fightmetric,Event Fightmetric,Date MMAFighting,Event MMAFighting,Date Sherdog,Event Sherdog
Saturday,2/28/2015,FALSE,FALSE,UFC 184: Rousey vs. Zingano,2/28/2015,UFC 184: Rousey vs. Zingano,2/28/2015,UFC 184 - Rousey vs. Zingano,2/28/2015,UFC 184: Rousey vs Zingano,2/28/2015,UFC 184,2/28/2015,UFC 184 - Rousey vs. Zingano
Sunday,2/22/2015,FALSE,FALSE,UFC Fight Night: Bigfoot vs. Mir,2/22/2015,UFC Fight Night: Bigfoot vs. Mir,2/22/2015,UFC Fight Night - Bigfoot vs. Mir,2/22/2015,UFC Fight Night: Bigfoot vs Mir,2/22/2015,UFC Fight Night 61,2/22/2015,UFC Fight Night 61 - Bigfoot vs. Mir
Saturday,2/14/2015,FALSE,FALSE,UFC Fight Night: Henderson vs. Thatch,2/14/2015,UFC Fight Night: Henderson vs. Thatch,2/14/2015,UFC Fight Night - Henderson vs. Thatch,2/14/2015,UFC Fight Night: Henderson vs Thatch,2/14/2015,UFC Fight Night 60,2/14/2015,UFC Fight Night 60 - Henderson vs. Thatch
Saturday,1/31/2015,FALSE,FALSE,UFC 183: Silva vs. Diaz,1/31/2015,UFC 183: Silva vs. Diaz,1/31/2015,UFC 183 - Silva vs. Diaz,1/31/2015,UFC 183: Silva vs Diaz,1/31/2015,UFC 183,1/31/2015,UFC 183 - Silva vs. Diaz
Saturday,1/24/2015,FALSE,FALSE,UFC on Fox: Gustafsson vs. Johnson,1/24/2015,UFC on Fox: Gustafsson vs. Johnson,1/24/2015,UFC Fight Night - Gustafsson vs. Johnson,1/24/2015,UFC Fight Night: Gustafsson vs Johnson,1/24/2015,UFC on FOX 14,1/24/2015,UFC on Fox 14 - Gustafsson vs. Johnson
Sunday,1/18/2015,FALSE,FALSE,UFC Fight Night: McGregor vs. Siver,1/18/2015,UFC Fight Night: McGregor vs. Siver,1/18/2015,UFC Fight Night - McGregor vs. Siver,1/18/2015,UFC Fight Night: McGregor vs Siver,1/18/2015, UFC Fight Night 59,1/18/2015,UFC Fight Night 59 - McGregor vs. Siver
Saturday,1/3/2015,FALSE,FALSE,UFC 182: Jones vs. Cormier,1/3/2015,UFC 182: Jones vs. Cormier,1/3/2015,UFC 182 - Jones vs. Cormier,1/3/2015,UFC 182: Jones vs Cormier,1/3/2015,UFC 182,1/3/2015,UFC 182 - Jones vs. Cormier
Saturday,12/20/2014,FALSE,FALSE,UFC Fight Night: Machida vs. Dollaway,12/20/2014,UFC Fight Night: Machida vs. Dollaway,12/20/2014,UFC Fight Night - Machida vs. Dollaway,12/20/2014,UFC Fight Night: Machida vs Dollaway,12/20/2014,UFC Fight Night 58,12/20/2014,UFC Fight Night 58 - Machida vs. Dollaway
Saturday,12/13/2014,FALSE,FALSE,UFC on Fox: dos Santos vs. Miocic,12/13/2014,UFC on Fox: dos Santos vs. Miocic,12/13/2014,UFC Fight Night - Dos Santos vs. Miocic,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,12/13/2014,UFC on FOX 13,12/13/2014,UFC on Fox 13 - Dos Santos vs. Miocic
Friday,12/12/2014,FALSE,FALSE,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/2014,The Ultimate Fighter: A Champion Will Be Crowned Finale,12/12/2014,The Ultimate Fighter Finale,12/12/2014,The Ultimate Fighter 20 Finale,12/12/2014,TUF 20 Finale,12/12/2014,UFC - The Ultimate Fighter 20 Finale
Saturday,12/6/2014,FALSE,FALSE,UFC 181: Hendricks vs. Lawler II,12/6/2014,UFC 181: Hendricks vs. Lawler II,12/6/2014,UFC 181 - Hendricks vs. Lawler II,12/6/2014,UFC 181: Hendricks vs Lawler II,12/6/2014,UFC 181,12/6/2014,UFC 181 - Hendricks vs. Lawler 2
Saturday,11/22/2014,FALSE,FALSE,UFC Fight Night: Edgar vs. Swanson,11/22/2014,UFC Fight Night: Edgar vs. Swanson,11/22/2014,UFC Fight Night - Edgar vs. Swanson,11/22/2014,UFC Fight Night: Edgar vs Swanson,11/22/2014,UFC Fight Night 57,11/22/2014,UFC Fight Night 57 - Edgar vs. Swanson
,11/15/2014,FALSE,FALSE,UFC 180: Werdum vs. Hunt,11/15/2014,UFC 180: Werdum vs. Hunt,11/15/2014,UFC 180 - Werdum vs. Hunt,11/15/2014,UFC 180: Werdum vs Hunt,11/15/2014,UFC 180,11/15/2014,UFC 180 - Werdum vs. Hunt
Saturday,11/8/2014,FALSE,FALSE,UFC Fight Night: Shogun vs. Saint Preux,11/8/2014,UFC Fight Night: Shogun vs. Saint Preux,11/8/2014,UFC Fight Night - Shogun vs. Saint Preux,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,11/8/2014,UFC Fight Night 56,11/8/2014,UFC Fight Night 56 - Shogun vs. St. Preux
Friday,11/7/2014,FALSE,FALSE,UFC Fight Night: Rockhold vs Bisping,11/8/2014,UFC Fight Night: Rockhold vs. Bisping,11/7/2014,UFC Fight Night - Rockhold vs. Bisping,11/7/2014,UFC Fight Night: Rockhold vs Bisping,11/7/2014,UFC Fight Night 55,11/7/2014,UFC Fight Night 55 - Rockhold vs. Bisping
Saturday,10/25/2014,FALSE,FALSE,UFC 179: Aldo vs. Mendes 2,10/25/2014,UFC 179: Aldo vs. Mendes 2,10/25/2014,UFC 179 - Aldo vs. Mendes 2,10/25/2014,UFC 179: Aldo vs Mendes 2,10/25/2014,UFC 179,10/25/2014,UFC 179 - Aldo vs. Mendes 2
Saturday,10/4/2014,TRUE,TRUE,UFC Fight Night: MacDonald vs. Saffiedine,10/4/2014,UFC Fight Night: MacDonald vs. Saffiedine,10/4/2014,UFC Fight Night - MacDonald vs. Saffiedine,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,10/4/2014,UFC Fight Night 54,10/4/2014,UFC Fight Night 54 - MacDonald vs. Saffiedine
Saturday,10/4/2014,TRUE,TRUE,UFC Fight Night: Nelson vs. Story,10/4/2014,UFC Fight Night: Nelson vs. Story,10/4/2014,UFC Fight Night - Nelson vs. Story,10/4/2014,UFC Fight Night: Nelson vs Story,10/4/2014,UFC Fight Night 53,10/4/2014,UFC Fight Night 53 - Nelson vs. Story
Saturday,9/27/2014,FALSE,FALSE,UFC 178: Johnson vs. Cariaso,9/27/2014,UFC 178: Johnson vs. Cariaso,9/27/2014,UFC 178 - Johnson vs. Cariaso,9/27/2014,UFC 178: Johnson vs Cariaso,9/27/2014,UFC 178,9/27/2014,UFC 178 - Johnson vs. Cariaso
Saturday,9/20/2014,FALSE,FALSE,UFC Fight Night: Hunt vs. Nelson,9/20/2014,UFC Fight Night: Hunt vs. Nelson,9/20/2014,UFC Fight Night - Hunt vs. Nelson,9/20/2014,UFC Fight Night: Hunt vs Nelson,9/20/2014,"UFC Fight Night 52 weigh-in results: Mark Hunt, Roy Nelson make weight",9/20/2014,UFC Fight Night 52 - Hunt vs. Nelson
,9/13/2014,FALSE,FALSE,UFC Fight Night: Bigfoot vs. Arlovski,9/13/2014,UFC Fight Night: Bigfoot vs. Arlovski,9/13/2014,UFC Fight Night - Bigfoot vs. Arlovski,9/13/2014,UFC Fight Night: Silva vs Arlovski,9/13/2014,UFC Fight Night 51,9/13/2014,UFC Fight Night 51 - Bigfoot vs. Arlovski 2
Friday,9/5/2014,FALSE,FALSE,UFC Fight Night: Jacar vs. Mousasi,9/5/2014,UFC Fight Night: Jacar vs. Mousasi,9/5/2014,UFC Fight Night - Jacare vs. Mousasi,9/5/2014,UFC Fight Night: Souza vs Mousasi,9/5/2014,UFC Fight Night 50,9/5/2014,UFC Fight Night 50 - Jacare vs. Mousasi 2
Saturday,8/30/2014,FALSE,FALSE,UFC 177: Dillashaw vs. Soto,8/30/2014,UFC 177: Dillashaw vs. Soto,8/30/2014,UFC 177 - Dillashaw vs. Soto,8/30/2014,UFC 177: Dillashaw vs Soto,8/30/2014,UFC 177,8/30/2014,UFC 177 - Dillashaw vs. Soto
Saturday,8/23/2014,TRUE,FALSE,UFC Fight Night: Bisping vs. Le,8/23/2014,UFC Fight Night: Bisping vs. Le,8/23/2014,UFC Fight Night - Bisping vs. Le,8/23/2014,UFC Fight Night: Bisping vs Le,8/23/2014,UFC Fight Night 48,8/23/2014,UFC Fight Night 48 - Bisping vs. Le
Saturday,8/23/2014,FALSE,TRUE,UFC Fight Night: Henderson vs. Dos Anjos,8/23/2014,UFC Fight Night: Henderson vs. dos Anjos,8/23/2014,UFC Fight Night - Henderson vs. Dos Anjos,8/23/2014,UFC Fight Night: Henderson vs Dos Anjos,8/23/2014,UFC Fight Night 49,8/23/2014,UFC Fight Night 49 - Henderson vs. dos Anjos
Saturday,8/16/2014,FALSE,FALSE,UFC Fight Night: Bader vs. Saint Preux,8/16/2014,UFC Fight Night: Bader vs. Saint Preux,8/16/2014,UFC Fight Night - Bader vs. Saint Preux,8/16/2014,UFC Fight Night: Bader vs Saint Preux,8/16/2014,UFC Fight Night 47,8/16/2014,UFC Fight Night 47 - Bader vs. St. Preux
Saturday,8/2/2014,FALSE,FALSE,UFC 176: Aldo vs. Mendes II,8/2/2014,UFC 176: Aldo vs. Mendes II,8/2/2014,,8/2/2014,,8/2/2014,,8/2/2014,
Saturday,7/26/2014,FALSE,FALSE,UFC on Fox: Lawler vs. Brown,7/26/2014,UFC on Fox: Lawler vs. Brown,7/26/2014,UFC Fight Night - Lawler vs. Brown,7/26/2014,UFC on Fox: Lawler vs Brown,7/26/2014,UFC on FOX 12,7/26/2014,UFC on Fox 12 - Lawler vs. Brown
Saturday,7/19/2014,FALSE,FALSE,UFC Fight Night: McGregor vs. Brandao,7/19/2014,UFC Fight Night: McGregor vs. Brandao,7/19/2014,UFC Fight Night - McGregor vs. Brandao,7/19/2014,UFC Fight Night: McGregor vs Brandao,7/19/2014,UFC Fight Night 46,7/19/2014,UFC Fight Night 46 - McGregor vs. Brandao
Wednesday,7/16/2014,FALSE,FALSE,UFC Fight Night: Cerrone vs. Miller,7/16/2014,UFC Fight Night: Cerrone vs. Miller,7/16/2014,UFC Fight Night - Cerrone vs. Miller,7/16/2014,UFC Fight Night: Cerrone vs Miller,7/16/2014,UFC Fight Night 45,7/16/2014,UFC Fight Night 45 - Cerrone vs. Miller
Sunday,7/6/2014,FALSE,FALSE,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,7/6/2014,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,7/6/2014,The Ultimate Fighter Finale - Edgar vs. Penn,7/6/2014,The Ultimate Fighter 19 Finale,7/6/2014,TUF 19 Finale,7/6/2014,UFC - The Ultimate Fighter 19 Finale
Saturday,7/5/2014,FALSE,FALSE,UFC 175: Weidman vs. Machida,7/5/2014,UFC 175: Weidman vs. Machida,7/5/2014,UFC 175 - Weidman vs. Machida,7/5/2014,UFC 175: Weidman vs Machida,7/5/2014,UFC 175,7/5/2014,UFC 175 - Weidman vs. Machida
Saturday,6/28/2014,TRUE,TRUE,UFC Fight Night: Swanson vs. Stephens,6/28/2014,UFC Fight Night: Swanson vs. Stephens,6/28/2014,UFC Fight Night - Swanson vs. Stephens,6/28/2014,UFC Fight Night: Swanson vs Stephens,6/28/2014,UFC Fight Night 44,6/28/2014,UFC Fight Night 44 - Swanson vs. Stephens
Saturday,6/28/2014,FALSE,TRUE,UFC Fight Night: Te Huna vs. Marquardt,6/28/2014,UFC Fight Night: Te Huna vs. Marquardt,6/28/2014,UFC Fight Night - Te Huna vs. Marquardt,6/28/2014,UFC Fight Night: Te Huna vs Marquardt,6/28/2014,UFC Fight Night 43,6/28/2014,UFC Fight Night 43 - Te Huna vs. Marquardt
Saturday,6/14/2014,FALSE,FALSE,UFC 174: Johnson vs. Bagautinov,6/14/2014,UFC 174: Johnson vs. Bagautinov,6/14/2014,UFC 174 - Johnson vs. Bagautinov,6/14/2014,UFC 174: Johnson vs Bagautinov,6/14/2014,UFC 174,6/14/2014,UFC 174 - Johnson vs. Bagautinov
Saturday,6/7/2014,FALSE,FALSE,UFC Fight Night: Henderson vs. Khabilov,6/7/2014,UFC Fight Night: Henderson vs. Khabilov,6/7/2014,UFC Fight Night - Henderson vs. Khabilov,6/7/2014,UFC Fight Night: Henderson vs Khabilov,6/7/2014,UFC Fight Night 42,6/7/2014,UFC Fight Night 42 - Henderson vs. Khabilov
Saturday,5/31/2014,TRUE,FALSE,UFC Fight Night: Muoz vs. Mousasi,5/31/2014,UFC Fight Night: Muoz vs. Mousasi,5/31/2014,UFC Fight Night - Munoz vs. Mousasi,5/31/2014,UFC Fight Night: Munoz vs Mousasi,5/31/2014,UFC Fight Night 41,5/31/2014,UFC Fight Night 41 - Munoz vs. Mousasi
Saturday,5/31/2014,FALSE,TRUE,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,5/31/2014,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,5/31/2014,UFC Fight Night - Miocic vs. Maldonado,5/31/2014,TUF Brazil Finale: Miocic vs Maldonado,5/31/2014,TUF: Brazil 3,5/31/2014,UFC - The Ultimate Fighter Brazil 3 Finale
Saturday,5/24/2014,FALSE,FALSE,UFC 173: Baro vs. Dillashaw,5/24/2014,UFC 173: Baro vs. Dillashaw,5/24/2014,UFC 173 - Barao vs. Dillashaw,5/24/2014,UFC 173: Barao vs Dillashaw,5/24/2014,UFC 173,5/24/2014,UFC 173 - Barao vs. Dillashaw
Saturday,5/10/2014,FALSE,FALSE,UFC Fight Night: Brown vs. Silva,5/10/2014,UFC Fight Night: Brown vs. Silva,5/10/2014,UFC Fight Night - Brown vs. Silva,5/10/2014,UFC Fight Night: Brown vs Silva,5/10/2014,UFC Fight Night 40,5/10/2014,UFC Fight Night 40 - Brown vs. Silva
Saturday,4/26/2014,FALSE,FALSE,UFC 172: Jones vs. Teixeira,4/26/2014,UFC 172: Jones vs. Teixeira,4/26/2014,UFC 172 - Jones vs. Teixeira,4/26/2014,UFC 172: Jones vs Teixeira,4/26/2014,UFC 172,4/26/2014,UFC 172 - Jones vs. Teixeira
Saturday,4/19/2014,FALSE,FALSE,UFC on Fox: Werdum vs. Browne,4/19/2014,UFC on Fox: Werdum vs. Browne,4/19/2014,FOX UFC Saturday - Werdum vs. Browne,4/19/2014,UFC on Fox: Werdum vs Browne,4/19/2014,UFC on FOX 11,4/19/2014,UFC on Fox 11 - Werdum vs. Browne
Wednesday,4/16/2014,FALSE,FALSE,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,4/16/2014,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,4/16/2014,TUF Nations Finale - Bisping vs. Kennedy,4/16/2014,UFC Fight Night: Bisping vs Kennedy,4/16/2014,TUF Nations Finale,4/16/2014,UFC - The Ultimate Fighter Nations Finale
Friday,4/11/2014,FALSE,FALSE,UFC Fight Night: Nogueira vs. Nelson,4/11/2014,UFC Fight Night: Nogueira vs. Nelson,4/11/2014,UFC Fight Night - Nogueira vs. Nelson,4/11/2014,UFC Fight Night: Minotauro vs Nelson,4/11/2014,UFC Fight Night 39,4/11/2014,UFC Fight Night 39 - Nogueira vs. Nelson
Sunday,3/23/2014,FALSE,FALSE,UFC Fight Night: Shogun vs. Henderson 2,3/23/2014,UFC Fight Night: Shogun vs. Henderson 2,3/23/2014,UFC Fight Night - Shogun vs. Henderson 2,3/23/2014,UFC Fight Night: Shogun vs Henderson,3/23/2014,UFC Fight Night 38,3/23/2014,UFC Fight Night 38 - Shogun vs. Henderson 2
Saturday,3/15/2014,FALSE,FALSE,UFC 171: Hendricks vs. Lawler,3/15/2014,UFC 171: Hendricks vs. Lawler,3/15/2014,UFC 171 - Hendricks vs. Lawler,3/15/2014,UFC 171: Hendricks vs Lawler,3/15/2014,UFC 171,3/15/2014,UFC 171 - Hendricks vs. Lawler
Saturday,3/8/2014,FALSE,FALSE,UFC Fight Night: Gustafsson vs. Manuwa,3/8/2014,UFC Fight Night: Gustafsson vs. Manuwa,3/8/2014,UFC Fight Night - Gustafsson vs. Manuwa,3/8/2014,UFC Fight Night: Gustafsson vs Manuwa,3/8/2014,UFC Fight Night 37,3/8/2014,UFC Fight Night 37 - Gustafsson vs. Manuwa
Saturday,3/1/2014,FALSE,FALSE,The Ultimate Fighter China Finale: Kim vs. Hathaway,3/1/2014,The Ultimate Fighter China Finale: Kim vs. Hathaway,3/1/2014,UFC Fight Night - Kim vs. Hathaway,3/1/2014,UFC Fight Night: Kim vs Hathaway,3/1/2014,TUF: China Finale,3/1/2014,UFC - The Ultimate Fighter China Finale
Saturday,2/22/2014,FALSE,FALSE,UFC 170: Rousey vs. McMann,2/22/2014,UFC 170: Rousey vs. McMann,2/22/2014,UFC 170 - Rousey vs. McMann,2/22/2014,UFC 170: Rousey vs McMann,2/22/2014,"UFC 170 weigh-in results: Ronda Rousey, Sara McMann and all fighters make weight",2/22/2014,UFC 170 - Rousey vs. McMann
Saturday,2/15/2014,FALSE,FALSE,UFC Fight Night: Machida vs. Mousasi,2/15/2014,UFC Fight Night: Machida vs. Mousasi,2/15/2014,UFC Fight Night - Machida vs. Mousasi,2/15/2014,UFC Fight Night: Machida vs Mousasi,2/15/2014,UFC Fight Night 36,2/15/2014,UFC Fight Night 36 - Machida vs. Mousasi
Saturday,2/1/2014,FALSE,FALSE,UFC 169: Baro vs. Faber II,2/1/2014,UFC 169: Baro vs. Faber II,2/1/2014,UFC 169 - Live on Pay-Per-View,2/1/2014,UFC 169: Barao vs Faber 2,2/1/2014,UFC 169 weigh-ins: John Lineker makes weight on second attempt,2/1/2014,UFC 169 - Barao vs. Faber 2
Saturday,1/25/2014,FALSE,FALSE,UFC on Fox: Henderson vs. Thomson,1/25/2014,UFC on Fox: Henderson vs. Thomson,1/25/2014,FOX UFC Saturday - Live from Chicago,1/25/2014,UFC on Fox: Henderson vs Thomson,1/25/2014,"UFC on FOX 10 weigh-in results: Benson Henderson, Josh Thomson make weight",1/25/2014,UFC on Fox 10 - Henderson vs. Thomson
Wednesday,1/15/2014,FALSE,FALSE,UFC Fight Night: Rockhold vs. Philippou,1/15/2014,UFC Fight Night: Rockhold vs. Philippou,1/15/2014,UFC FIGHT NIGHT - Rockhold vs. Philippou,1/15/2014,UFC Fight Night: Rockhold vs Philippou,1/15/2014,UFC Fight Night 35,1/15/2014,UFC Fight Night 35 - Rockhold vs. Philippou
Saturday,1/4/2014,FALSE,FALSE,UFC Fight Night: Saffiedine vs. Lim,1/4/2014,UFC Fight Night: Saffiedine vs. Lim,1/4/2014,UFC Fight Night - Saffiedine vs. Lim,1/4/2014,UFC Fight Night: Saffiedine vs Lim,1/4/2014,UFC Fight Night 34,1/4/2014,UFC Fight Night 34 - Saffiedine vs. Lim
Saturday,12/28/2013,FALSE,FALSE,UFC 168: Weidman vs. Silva 2,12/28/2013,UFC 168: Weidman vs. Silva 2,12/28/2013,UFC 168 - Live on Pay-Per-View,12/28/2013,UFC 168: Weidman vs Silva 2,12/28/2013,"UFC 168 weigh-in results: Anderson Silva, Chris Weidman make weight",12/28/2013,UFC 168 - Weidman vs. Silva 2
Saturday,12/14/2013,FALSE,FALSE,UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,UFC on FOX 9 - Live from Sacramento,12/14/2013,UFC on Fox: Johnson vs. Benavidez 2,12/14/2013,UFC on FOX 9,12/14/2013,UFC on Fox 9 - Johnson vs. Benavidez 2
Friday,12/6/2013,FALSE,FALSE,UFC Fight Night: Hunt vs. Bigfoot,12/7/2013,UFC Fight Night: Hunt vs. Bigfoot,12/6/2013,UFC Fight Night - Hunt vs. Bigfoot,12/6/2013,UFC Fight Night: Hunt vs Bigfoot,12/6/2013,UFC Fight Night 33,12/7/2013,UFC Fight Night 33 - Hunt vs. Bigfoot
Saturday,11/30/2013,FALSE,FALSE,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,11/30/2013,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,11/30/2013,TUF 18 Finale - Live on FOX Sports 1,11/30/2013,The Ultimate Fighter 18 Finale,11/30/2013,"TUF 18 Finale weigh in results: Gray Maynard, Nate Diaz make weight",11/30/2013,UFC - The Ultimate Fighter 18 Finale
Saturday,11/16/2013,FALSE,FALSE,UFC 167: St-Pierre vs. Hendricks,11/16/2013,UFC 167: St-Pierre vs. Hendricks,11/16/2013,UFC 167 - Live on Pay-Per-View,11/16/2013,UFC 167: St-Pierre vs Hendricks,11/16/2013,"UFC 167 weigh-in results: Georges St-Pierre, Johny Hendricks make weight",11/16/2013,UFC 167 - St. Pierre vs. Hendricks
Saturday,11/9/2013,FALSE,FALSE,UFC Fight Night 32: Belfort vs. Henderson,11/9/2013,UFC Fight Night 32 !UFC Fight Night: Belfort vs. Henderson,11/9/2013,UFC Fight Night - Belfort vs. Henderson,11/9/2013,UFC Fight Night: Belfort vs Henderson,11/9/2013,UFC Fight Night 32,11/9/2013,UFC Fight Night 32 - Belfort vs. Henderson
Wednesday,11/6/2013,FALSE,FALSE,UFC Fight Night 31: Fight for the Troops 3,11/6/2013,UFC Fight Night 31 !UFC: Fight for the Troops 3,11/6/2013,Fight for the Troops - UFC Fight Night,11/6/2013,UFC Fight Night: Fight for the Troops,11/6/2013,UFC Fight for the Troops 3 weigh-in results: All fighters make weight,11/6/2013,UFC Fight Night 31 - Fight for the Troops 3
Saturday,10/26/2013,FALSE,FALSE,UFC Fight Night 30: Machida vs. Muoz,10/26/2013,UFC Fight Night 30 !UFC Fight Night: Machida vs. Muoz,10/26/2013,UFC Fight Night - Machida vs. Munoz,10/26/2013,UFC Fight Night: Machida vs Munoz,10/26/2013,"UFC Fight Night 30 weigh-in results: Machida, Munoz make weight",10/26/2013,UFC Fight Night 30 - Machida vs. Munoz
Saturday,10/19/2013,FALSE,FALSE,UFC 166: Velasquez vs. Dos Santos 3,10/19/2013,UFC 166: Velasquez vs. Dos Santos 3,10/19/2013,UFC 166 - Live on Pay-Per-View,10/19/2013,UFC 166: Velasquez vs Dos Santos 3,10/19/2013,"UFC 166 weigh-in results: Cain Velasquez, Junior dos Santos make weight",10/19/2013,UFC 166 - Velasquez vs. Dos Santos 3
Wednesday,10/9/2013,FALSE,FALSE,UFC Fight Night 29: Maia vs. Shields,10/9/2013,UFC Fight Night 29 !UFC Fight Night: Maia vs. Shields,10/9/2013,UFC Fight Night - Maia vs. Shields,10/9/2013,UFC Fight Night: Maia vs Shields,10/9/2013,UFC Fight Night 29,10/9/2013,UFC Fight Night 29 - Maia vs. Shields
Saturday,9/21/2013,FALSE,FALSE,UFC 165: Jones vs. Gustafsson,9/21/2013,UFC 165: Jones vs. Gustafsson,9/21/2013,UFC 165 - Live on Pay-Per-View,9/21/2013,UFC 165: Jones vs Gustafsson,9/21/2013,"UFC 165 weigh-in results: Alexander Gustafsson, Jon Jones make weight",9/21/2013,UFC 165 - Jones vs. Gustafsson
Wednesday,9/4/2013,FALSE,FALSE,UFC Fight Night 28: Teixeira vs. Bader,9/4/2013,UFC Fight Night 28 !UFC Fight Night: Teixeira vs. Bader,9/4/2013,UFC Fight Night - Teixeira vs. Bader,9/4/2013,UFC Fight Night: Teixeira vs Bader,9/4/2013,UFC Fight Night 28 weigh-in results: Glover Teixeira and Ryan Bader make weight,9/4/2013,UFC Fight Night 28 - Teixeira vs. Bader
Saturday,8/31/2013,FALSE,FALSE,UFC 164: Henderson vs. Pettis,8/31/2013,UFC 164: Henderson vs. Pettis,8/31/2013,UFC 164 - Live on Pay-Per-View,8/31/2013,UFC 164: Henderson vs Pettis 2,8/31/2013,"UFC 164 weigh-in results: Benson Henderson, Anthony Pettis make weight",8/31/2013,UFC 164 - Henderson vs. Pettis 2
Wednesday,8/28/2013,FALSE,FALSE,UFC Fight Night 27: Condit vs. Kampmann 2,8/28/2013,UFC Fight Night 27 !UFC Fight Night: Condit vs. Kampmann 2,8/28/2013,UFC Fight Night - Condit vs. Kampmann 2,8/28/2013,UFC Fight Night: Condit vs Kampmann 2,8/28/2013,"UFC Fight Night 27 weigh-ins: Carlos Condit, Martin Kampmann make weight",8/28/2013,UFC Fight Night 27 - Condit vs. Kampmann 2
Saturday,8/17/2013,FALSE,FALSE,UFC Fight Night 26: Shogun vs. Sonnen,8/17/2013,UFC Fight Night 26 !UFC Fight Night: Shogun vs. Sonnen,8/17/2013,UFC Fight Night - Shogun vs. Sonnen,8/17/2013,UFC Fight Night: Shogun vs Sonnen,8/17/2013,UFC Fight Night weigh-in results: All fighters make weight,8/17/2013,UFC Fight Night 26 - Shogun vs. Sonnen
Saturday,8/3/2013,FALSE,FALSE,UFC 163: Aldo vs. Korean Zombie,8/3/2013,UFC 163: Aldo vs. Korean Zombie,8/3/2013,UFC 163 - Live on Pay-Per-View,8/3/2013,UFC 163: Aldo vs Jung,8/3/2013,"UFC 163 weigh-in results: Jose Aldo, Chan Sung Jung make weight (updated)",8/3/2013,UFC 163 - Aldo vs. Korean Zombie
Saturday,7/27/2013,FALSE,FALSE,UFC on Fox: Johnson vs. Moraga,7/27/2013,UFC on Fox: Johnson vs. Moraga,7/27/2013,UFC on FOX 8 - Live from Seattle,7/27/2013,UFC on Fox: Johnson vs Moraga,7/27/2013,UFC on FOX 8 weigh-in results: All main-card fighters make weight (updated),7/27/2013,UFC on Fox 8 - Johnson vs. Moraga
Saturday,7/6/2013,FALSE,FALSE,UFC 162: Silva vs. Weidman,7/6/2013,UFC 162: Silva vs. Weidman,7/6/2013,UFC 162 - Live on Pay-Per-View,7/6/2013,UFC 162: Silva vs Weidman,7/6/2013,"UFC 162 weigh-in results: Anderson Silva, Chris Weidman both make weight",7/6/2013,UFC 162 - Silva vs. Weidman
Saturday,6/15/2013,FALSE,FALSE,UFC 161: Evans vs. Henderson,6/15/2013,UFC 161: Evans vs. Henderson,6/15/2013,UFC 161 - Live on Pay-Per-View,6/15/2013,UFC 161: Evans vs Henderson,6/15/2013,UFC 161,6/15/2013,UFC 161 - Evans vs. Henderson
Saturday,6/8/2013,FALSE,FALSE,UFC on Fuel TV: Nogueira vs. Werdum,6/8/2013,UFC on Fuel TV: Nogueira vs. Werdum,6/8/2013,UFC on FUEL TV 10 - Live from Brazil,6/8/2013,UFC on FUEL TV 10,6/8/2013,UFC on FUEL TV 10 weigh-in results,6/8/2013,UFC on Fuel TV 10 - Nogueira vs. Werdum
Saturday,5/25/2013,FALSE,FALSE,UFC 160: Velasquez vs. Bigfoot 2,5/25/2013,UFC 160: Velasquez vs. Bigfoot 2,5/25/2013,UFC 160 - Live on Pay-Per-View,5/25/2013,UFC 160: Velasquez vs Silva 2,5/25/2013,UFC 160 weigh-in results: Velasquez vs. Silva 2,5/25/2013,UFC 160 - Velasquez vs. Bigfoot 2
Saturday,5/18/2013,FALSE,FALSE,UFC on FX: Belfort vs. Rockhold,5/18/2013,UFC on FX: Belfort vs. Rockhold,5/18/2013,UFC on FX 8 - Live from Brazil,5/18/2013,UFC on FX: Belfort vs. Rockhold,5/18/2013,"UFC on FX 8 weigh-in results: Tempers flare between Luke Rockhold, Vitor Belfort",5/18/2013,UFC on FX 8 - Belfort vs. Rockhold
Saturday,4/27/2013,FALSE,FALSE,UFC 159: Jones vs. Sonnen,4/27/2013,UFC 159: Jones vs. Sonnen,4/27/2013,UFC 159 - Live on Pay-Per View,4/27/2013,UFC 159: Jones vs Sonnen,4/27/2013,UFC 159: Jones vs. Sonnen weigh-in results,4/27/2013,UFC 159 - Jones vs. Sonnen
