Organization,Event,Date,Fight Number,Result,Fighter,Opponent,Method,Round,Time,Url
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,3,loss,Shungo Oyama,Mirko Filipovic ,TKO (Punches),1.0,1:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,4,win,Takashi Sugiura,Paulo Cesar Silva ,TKO (Punches),1.0,2:35,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,4,loss,Paulo Cesar Silva,Takashi Sugiura ,TKO (Punches),1.0,2:35,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,5,win,Ikuhisa Minowa,Kenichi Yamamoto ,TKO (Punches),1.0,3:23,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,5,loss,Kenichi Yamamoto,Ikuhisa Minowa ,TKO (Punches),1.0,3:23,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,6,win,Hayato Sakurai,Brady Fink ,Submission (Guillotine Choke),1.0,4:08,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,6,loss,Brady Fink,Hayato Sakurai ,Submission (Guillotine Choke),1.0,4:08,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,7,win,Amar Suloev,Dean Lister ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,7,loss,Dean Lister,Amar Suloev ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,8,win,Dokonjonosuke Mishima,Marcus Aurelio ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,8,loss,Marcus Aurelio,Dokonjonosuke Mishima ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,9,win,Luiz Firmino,Hiroyuki Abe ,Submission (Arm-Triangle Choke),1.0,2:52,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,9,loss,Hiroyuki Abe,Luiz Firmino ,Submission (Arm-Triangle Choke),1.0,2:52,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,10,draw,Kyosuke Sasaki,Eiji Mitsuoka ,Draw,2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Pride Fighting Championships,Pride - Bushido 4,2004-07-19,10,draw,Eiji Mitsuoka,Kyosuke Sasaki ,Draw,2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-4-2421
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,0,win,Ken Shamrock,Kimo Leopoldo,KO (Knee),1.0,1:26,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,0,loss,Kimo Leopoldo,Ken Shamrock,KO (Knee),1.0,1:26,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,1,win,Frank Trigg,Dennis Hallman ,TKO (Punches),1.0,4:15,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,1,loss,Dennis Hallman,Frank Trigg ,TKO (Punches),1.0,4:15,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,2,win,Frank Mir,Tim Sylvia ,Technical Submission (Armbar),1.0,0:50,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,2,loss,Tim Sylvia,Frank Mir ,Technical Submission (Armbar),1.0,0:50,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,3,win,Matt Hughes,Renato Verissimo ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,3,loss,Renato Verissimo,Matt Hughes ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,4,win,Evan Tanner,Phil Baroni ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,4,loss,Phil Baroni,Evan Tanner ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,5,win,Matt Serra,Ivan Menjivar ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,5,loss,Ivan Menjivar,Matt Serra ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,6,win,Trevor Prangley,Curtis Stout ,Submission (Neck Crank),2.0,1:05,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,6,loss,Curtis Stout,Trevor Prangley ,Submission (Neck Crank),2.0,1:05,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,7,win,Georges St. Pierre,Jay Hieron ,TKO (Punches),1.0,1:42,http://www.sherdog.com/events/UFC-48-Payback-2203
Ultimate Fighting Championship,UFC 48 - Payback,2004-06-19,7,loss,Jay Hieron,Georges St. Pierre ,TKO (Punches),1.0,1:42,http://www.sherdog.com/events/UFC-48-Payback-2203
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,0,win,Ryan Gracie,Ikuhisa Minowa,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,0,loss,Ikuhisa Minowa,Ryan Gracie,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,1,win,Takanori Gomi,Ralph Gracie ,TKO (Knees),1.0,0:06,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,1,loss,Ralph Gracie,Takanori Gomi ,TKO (Knees),1.0,0:06,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,2,win,Ricardo Almeida,Ryo Chonan ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,2,loss,Ryo Chonan,Ricardo Almeida ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,3,win,"Mirko ""Cro Cop"" Filipovic",Hiromitsu Kanehara ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,3,loss,Hiromitsu Kanehara,Mirko Filipovic ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,4,win,Kazuhiro Nakamura,Chalid Arrab ,Submission (Armbar),1.0,4:45,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,4,loss,Chalid Arrab,Kazuhiro Nakamura ,Submission (Armbar),1.0,4:45,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,5,win,Akira Shoji,Yukio Kawabe ,TKO (Punches),1.0,0:18,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,5,loss,Yukio Kawabe,Akira Shoji ,TKO (Punches),1.0,0:18,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,6,win,Daiju Takase,Carlos Newton ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,6,loss,Carlos Newton,Daiju Takase ,Decision (Split),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,7,win,Kazuo Misaki,Jorge Patino ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,7,loss,Jorge Patino,Kazuo Misaki ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,8,win,Mu Bae Choi,Yoshihisa Yamamoto ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,8,loss,Yoshihisa Yamamoto,Mu Bae Choi ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,9,win,Aleksander Emelianenko,Matt Foki ,Submission (Rear-Naked Choke),1.0,3:16,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,9,loss,Matt Foki,Aleksander Emelianenko ,Submission (Rear-Naked Choke),1.0,3:16,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,10,win,Katsuhisa Fujii,Jin O Kim ,Submission (Rear-Naked Choke),1.0,2:58,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,10,loss,Jin O Kim,Katsuhisa Fujii ,Submission (Rear-Naked Choke),1.0,2:58,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,11,win,Bertrand Amoussou,Yasuaki Miyazono ,KO (Punch),2.0,0:29,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 3,2004-05-23,11,loss,Yasuaki Miyazono,Bertrand Amoussou ,KO (Punch),2.0,0:29,http://www.sherdog.com/events/Pride-Bushido-3-2321
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,0,win,Wanderlei Silva,Ikuhisa Minowa,KO (Punches),1.0,1:09,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,0,loss,Ikuhisa Minowa,Wanderlei Silva,KO (Punches),1.0,1:09,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,1,win,"Mauricio ""Shogun"" Rua",Akihiro Gono ,TKO (Soccer Kicks),1.0,9:04,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,1,loss,Akihiro Gono,Mauricio Rua ,TKO (Soccer Kicks),1.0,9:04,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,2,win,Takanori Gomi,Jadyson Costa ,TKO (Punches),1.0,4:55,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,2,loss,Jadyson Costa,Takanori Gomi ,TKO (Punches),1.0,4:55,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,3,win,"Mirko ""Cro Cop"" Filipovic",Yoshihisa Yamamoto ,TKO (Punches),1.0,2:12,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,3,loss,Yoshihisa Yamamoto,Mirko Filipovic ,TKO (Punches),1.0,2:12,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,4,win,Rodrigo Gracie,Hayato Sakurai ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,4,loss,Hayato Sakurai,Rodrigo Gracie ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,5,win,Daiju Takase,Chris Brennan ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,5,loss,Chris Brennan,Daiju Takase ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,6,win,Mario Sperry,Mike Bencic ,KO (Punch),1.0,0:11,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,6,loss,Mike Bencic,Mario Sperry ,KO (Punch),1.0,0:11,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,7,win,Sean Sherk,Ryuki Ueyama ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,7,loss,Ryuki Ueyama,Sean Sherk ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,8,win,Yasuhito Namekawa,Egidijus Valavicius ,Submission (Guillotine Choke),1.0,1:05,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,8,loss,Egidijus Valavicius,Yasuhito Namekawa ,Submission (Guillotine Choke),1.0,1:05,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,9,win,Yushin Okami,Ryuta Sakurai ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,9,loss,Ryuta Sakurai,Yushin Okami ,Decision (Unanimous),2.0,5:00,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,10,win,Mu Bae Choi,Yusuke Imamura ,Submission (Rear Naked Choke),1.0,4:08,http://www.sherdog.com/events/Pride-Bushido-2-2087
Pride Fighting Championships,Pride - Bushido 2,2004-02-15,10,loss,Yusuke Imamura,Mu Bae Choi ,Submission (Rear Naked Choke),1.0,4:08,http://www.sherdog.com/events/Pride-Bushido-2-2087
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,0,win,Vitor Belfort,Randy Couture,TKO (Cut),1.0,0:49,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,0,loss,Randy Couture,Vitor Belfort,TKO (Cut),1.0,0:49,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,1,win,BJ Penn,Matt Hughes ,Submission (Rear-Naked Choke),1.0,4:39,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,1,loss,Matt Hughes,B.J. Penn ,Submission (Rear-Naked Choke),1.0,4:39,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,2,win,Renato Verissimo,Carlos Newton ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,2,loss,Carlos Newton,Renato Verissimo ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,3,win,Frank Mir,Wes Sims ,KO (Punches),2.0,4:21,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,3,loss,Wes Sims,Frank Mir ,KO (Punches),2.0,4:21,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,4,win,Lee Murray,Jorge Rivera ,Submission (Triangle Armbar),1.0,1:45,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,4,loss,Jorge Rivera,Lee Murray ,Submission (Triangle Armbar),1.0,1:45,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,5,win,Georges St. Pierre,Karo Parisyan ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,5,loss,Karo Parisyan,Georges St. Pierre ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,6,win,Josh Thomson,Hermes Franca ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,6,loss,Hermes Franca,Josh Thomson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,7,win,Matt Serra,Jeff Curran ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
Ultimate Fighting Championship,UFC 46 - Supernatural,2004-01-31,7,loss,Jeff Curran,Matt Serra ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/UFC-46-Supernatural-1943
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,0,win,Mike Kyle,Jude Hargett,TKO (Punches),1.0,4:09,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,0,loss,Jude Hargett,Mike Kyle,TKO (Punches),1.0,4:09,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,1,win,Alex Stiebling,Joe Riggs ,Submission (Triangle Choke),2.0,1:54,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,1,loss,Joe Riggs,Alex Stiebling ,Submission (Triangle Choke),2.0,1:54,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,2,win,Shonie Carter,Gabe Garcia ,TKO (Injury),1.0,0:30,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,2,loss,Gabriel Garcia,Shonie Carter ,TKO (Injury),1.0,0:30,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,3,win,Adrienna Jenkins,Keri Scarr ,DQ (Illegal Soccer Kick and Knee),1.0,,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,3,loss,Keri Scarr,Adrienna Jenkins ,DQ (Illegal Soccer Kick and Knee),1.0,,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,4,win,Olaf Alfonso,John Polakowski ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,4,loss,John Polakowski,Olaf Alfonso ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,5,win,Yves Edwards,Deshaun Johnson ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,5,loss,Deshaun Johnson,Yves Edwards ,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,6,win,Tiki Ghosn,Nick Gilardi ,Submission (Guillotine Choke),1.0,4:52,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,6,loss,Nick Gilardi,Tiki Ghosn ,Submission (Guillotine Choke),1.0,4:52,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,7,win,Doug Marshall,Lavar Johnson ,TKO (Corner Stoppage),1.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,7,loss,Lavar Johnson,Doug Marshall ,TKO (Corner Stoppage),1.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,8,win,Chris Leben,Mike Swick ,KO (Punch),2.0,0:18,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,8,loss,Mike Swick,Chris Leben ,KO (Punch),2.0,0:18,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,9,win,Poppies Martinez,Eric Ramirez ,TKO (Punches),1.0,3:15,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,9,loss,Eric Ramirez,Poppies Martinez ,TKO (Punches),1.0,3:15,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,10,win,Harris Sarmiento,Rob McCullough ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,10,loss,Rob McCullough,Harris Sarmiento ,Decision (Split),3.0,5:00,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,11,win,Jack Cardenas,John Appleby ,TKO (Punches),1.0,4:54,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,11,loss,John Appleby,Jack Cardenas ,TKO (Punches),1.0,4:54,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,12,win,Richard Montoya,Joe Salcido ,KO (Punch),1.0,0:36,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,12,loss,Joe Salcido,Richard Montoya ,KO (Punch),1.0,0:36,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,13,win,Anthony Gonzales,Pedro Tome ,TKO (Punches),1.0,2:14,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,13,loss,Pedro Tome,Anthony Gonzales ,TKO (Punches),1.0,2:14,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,14,win,Josh Hayes,Tony Asam ,TKO (Punches),1.0,2:05,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
World Extreme Cagefighting,WEC 9 - Cold Blooded,2004-01-16,14,loss,Tony Asam,Josh Hayes ,TKO (Punches),1.0,2:05,http://www.sherdog.com/events/WEC-9-Cold-Blooded-2080
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,0,win,Antonio Rogerio Nogueira,Kazushi Sakuraba,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,0,loss,Kazushi Sakuraba,Antonio Rogerio Nogueira,Decision (Unanimous),3.0,5:00,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,1,win,Kiyoshi Tamura,Rony Sefo ,Submission (Armbar),1.0,2:20,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,1,loss,Rony Sefo,Kiyoshi Tamura ,Submission (Armbar),1.0,2:20,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,2,win,Yuki Kondo,Mario Sperry ,TKO (Doctor Stoppage),1.0,3:27,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,2,loss,Mario Sperry,Yuki Kondo ,TKO (Doctor Stoppage),1.0,3:27,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,3,win,Daniel Gracie,Wataru Sakata ,Submission (Armbar),1.0,7:12,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,3,loss,Wataru Sakata,Daniel Gracie ,Submission (Armbar),1.0,7:12,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,4,win,Gary Goodridge,Don Frye ,KO (Head Kick),1.0,0:39,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,4,loss,Don Frye,Gary Goodridge ,KO (Head Kick),1.0,0:39,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,5,draw,Royce Gracie,Hidehiko Yoshida ,Draw,2.0,10:00,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,5,draw,Hidehiko Yoshida,Royce Gracie ,Draw,2.0,10:00,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,6,win,"Murilo ""Ninja"" Rua",Akira Shoji ,KO (Flying Knee),1.0,2:24,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
Pride Fighting Championships,Pride FC - Shockwave 2003,2003-12-31,6,loss,Akira Shoji,Murilo Rua ,KO (Flying Knee),1.0,2:24,http://www.sherdog.com/events/Pride-FC-Shockwave-2003-1958
