Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",1,Diego Sanchez,29-11-0,"5' 10""",155,72,40,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",2,Junior Albini,14-3-0,"6' 3""",265,74,42,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",2,Andrei Arlovski,"26-15-0, 1NC","6' 4""",265,77,44,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",3,Nate Marquardt,38-19-2,"6' 0""",185,74,42,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",3,Cezar Ferreira,13-6-0,"6' 1""",185,78,43,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",4,Raphael Assuncao,26-5-0,"5' 5""",135,66,38,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",4,Matthew Lopez,10-2-0,"5' 7""",135,69,38,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",5,Joe Lauzon,27-15-0,"5' 10""",155,71,40,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",5,Clay Guida,34-14-0,"5' 7""",145,70,38,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",6,John Dodson,20-9-0,"5' 3""",135,66,35,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",6,Marlon Moraes,20-5-1,"5' 6""",135,67,37,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",7,Tatiana Suarez,6-0-0,"5' 5""",115,67,,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",7,Viviane Pereira,13-1-0,"5' 0""",115,63,35,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",8,Sage Northcutt,9-2-0,"6' 0""",155,71,40,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",8,Michel Quinones,8-3-0,"5' 10""",155,73,40,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",9,Angela Hill,7-4-0,"5' 3""",115,64,38,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",9,Nina Ansaroff,8-5-0,"5' 5""",115,64,39,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",10,Court McGee,19-6-1,"5' 11""",170,75,41,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",10,Sean Strickland,18-2-1,"6' 1""",170,76,41,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",11,Jake Collier,11-4-0,"6' 3""",205,78,43,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",11,Marcel Fortuna,9-3-0,"6' 1""",205,74,42,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",12,Darren Stewart,"7-3-0, 1NC","6' 0""",185,74,41,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC Fight Night - Poirier vs Pettis,2017-11-11 00:00:00,"Norfolk, Virginia",12,Karl Roberson,6-0-0,"6' 1""",185,74,41,http://www.ufc.com/event/ufc-fight-night-norfolk-nov-11-2017/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",0,Michael Bisping,31-9-0,"6' 1""",185,75,44,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",0,Georges St-Pierre,26-2-0,"5' 11""",185,76,42,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",1,Cody Garbrandt,11-1-0,"5' 8""",135,65,38,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",1,TJ Dillashaw,16-3-0,"5' 6""",135,67,38,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",2,Joanna Jedrzejczyk,14-1-0,"5' 6""",115,65,35,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",2,Rose Namajunas,8-3-0,"5' 5""",115,65,39,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",3,Stephen Thompson,14-2-1,"6' 0""",170,75,41,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",3,Jorge Masvidal,32-13-0,"5' 11""",170,74,39,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",4,Johny Hendricks,18-8-0,"5' 9""",185,69,39,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",4,Paulo Costa,11-0-0,"6' 1""",185,72,39,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",5,James Vick,12-1-0,"6' 3""",155,76,43,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",5,Joe Duffy,16-3-0,"5' 10""",155,73,41,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",6,Walt Harris,10-7-0,"6' 5""",265,77,47,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",6,Mark Godbeer,13-3-0,"6' 2""",265,77,44,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",7,Ovince Saint Preux,22-10-0,"6' 3""",205,80,45,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",7,Corey Anderson,10-4-0,"6' 3""",205,79,44,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",8,Randy Brown,10-2-0,"6' 3""",170,78,45,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",8,Mickey Gall,4-1-0,"6' 2""",170,74,41,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",9,Aleksei Oleinik,52-11-1,"6' 2""",265,80,45,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",9,Curtis Blaydes,"8-1-0, 1NC","6' 4""",265,80,46,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",10,Aiemann Zahabi,7-1-0,"5' 8""",135,69,38,http://www.ufc.com/event/UFC-217/printFightCard
UFC 217 - Bisping vs St-Pierre,2017-11-04 00:00:00,"New York, NY",10,Ricardo Ramos,11-1-0,"5' 9""",135,72,40,http://www.ufc.com/event/UFC-217/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",0,Derek Brunson,18-5-0,"6' 1""",185,77,43,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",0,Lyoto Machida,22-8-0,"6' 1""",185,74,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",1,Demian Maia,25-8-0,"6' 1""",170,72,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",1,Colby Covington,13-1-0,"5' 11""",170,72,41,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",2,Pedro Munhoz,"15-2-0, 1NC","5' 6""",135,64,36,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",2,Rob Font,14-3-0,"5' 8""",135,71,38,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",3,Francisco Trinaldo,22-5-0,"5' 9""",155,70,40,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",3,Jim Miller,"28-11-0, 1NC","5' 8""",155,71,40,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",4,Thiago Santos,16-5-0,"6' 0""",185,76,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",4,Jack Hermansson,16-4-0,"6' 1""",185,77,46,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",5,John Lineker,30-8-0,"5' 3""",135,67,36,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",5,Marlon Vera,10-4-1,"5' 8""",135,70,40,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",6,Vicente Luque,12-6-1,"5' 11""",170,75,38,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",6,Niko Price,"10-1-0, 1NC","6' 0""",170,76,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",7,Antonio Carlos Junior,"10-2-0, 1NC","6' 2""",185,79,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",7,Jack Marshman,22-7-0,"6' 0""",185,73,39,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",8,Hacran Dias,23-6-1,"5' 8""",155,69,40,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",8,Jared Gordon,14-1-0,"5' 9""",155,68,38,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",9,Elizeu Zaleski dos Santos,18-5-0,"5' 11""",170,73,41,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",9,Max Griffin,13-4-0,"5' 11""",170,76,41,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",10,Deiveson Figueiredo,13-0-0,"5' 5""",125,68,38,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",10,Jarred Brooks,13-1-0,"5' 3""",125,62,36,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",11,Marcelo Golm,6-0-0,"6' 4""",265,75,42,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Brunson vs Machida,2017-10-28 00:00:00,"Sao Paulo, Brazil",11,Christian Colombo,8-3-1,"6' 5""",265,80,48,http://www.ufc.com/event/ufc-fight-night-brazil-oct-28-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",0,Donald Cerrone,"32-10-0, 1NC","6' 1""",170,73,40,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",0,Darren Till,16-0-1,"6' 0""",170,74,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",1,Karolina Kowalkiewicz,11-2-0,"5' 3""",115,65,,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",1,Jodie Esquibel,6-3-0,"5' 3""",115,64,37,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",2,Jan Blachowicz,21-7-0,"6' 2""",205,78,44,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",2,Devin Clark,8-2-0,"6' 0""",205,75,41,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",3,Oskar Piechota,10-0-1,"6' 0""",185,76,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",3,Jonathan Wilson,7-3-0,"6' 2""",185,75,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",4,Marcin Held,23-7-0,"5' 9""",155,71,39,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",4,Nasrat Haqparast,8-2-0,"5' 10""",155,72,41,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",5,Damian Stasiak,10-5-0,"5' 5""",135,70,40,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",5,Brian Kelleher,18-8-0,"5' 6""",135,66,38,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",6,Sam Alvey,"31-10-0, 1NC","6' 2""",185,75,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",6,Ramazan Emeev,16-3-0,"5' 10""",185,76,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",7,Artem Lobov,"14-14-1, 1NC","5' 9""",145,65,38,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",7,Andre Fili,17-5-0,"5' 11""",145,74,40,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",8,Salim Touahri,10-2-0,"5' 10""",170,72,41,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",8,Warlley Alves,12-2-0,"5' 11""",170,72,42,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",9,Lina Lansberg,7-3-0,"5' 7""",135,65,39,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",9,Aspen Ladd,6-0-0,"5' 6""",135,,,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",10,Felipe Arantes,"18-9-1, 2NC","5' 8""",145,73,39,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC Fight Night - Cerrone vs Till,2017-10-21 00:00:00,"Gdansk, Poland",10,Josh Emmett,13-1-0,"5' 6""",145,70,39,http://www.ufc.com/event/ufc-fight-night-poland-2017/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",0,Tony Ferguson,25-3-0,"5' 11""",155,76,40,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",0,Kevin Lee,16-4-0,"5' 9""",155,77,39,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",1,Demetrious Johnson,27-2-1,"5' 3""",125,66,34,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",1,Ray Borg,11-3-0,"5' 4""",125,63,36,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",2,Fabricio Werdum,23-7-1,"6' 4""",265,77,45,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",2,Walt Harris,10-7-0,"6' 5""",265,77,47,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",3,Mara Romero Borella,"12-4-0, 1NC","5' 6""",125,69,,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",3,Kalindra Faria,18-6-1,"5' 7""",125,,,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",4,Beneil Dariush,14-3-1,"5' 10""",155,72,40,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",4,Evan Dunham,18-6-1,"5' 10""",155,70,38,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",5,Tom Duquesnoy,"15-2-0, 1NC","5' 7""",135,68,37,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",5,Cody Stamann,16-1-0,"5' 6""",135,64,35,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",6,Lando Vannata,9-2-1,"5' 9""",155,71,39,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",6,Bobby Green,23-8-1,"5' 10""",155,71,40,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",7,Pearl Gonzalez,6-2-0,"5' 4""",115,,,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",7,Poliana Botelho,5-1-0,"5' 8""",115,,,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",8,Matt Schnell,11-4-0,"5' 8""",125,70,38,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",8,Marco Beltran,8-7-0,"5' 8""",125,69,39,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",9,John Moraga,18-6-0,"5' 6""",125,66,37,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",9,Magomed Bibulatov,14-1-0,"5' 5""",125,66,36,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",10,Thales Leites,27-8-0,"6' 1""",185,78,41,http://www.ufc.com/event/UFC-216/printFightCard
UFC 216 - Ferguson vs. Lee,2017-10-07 00:00:00,"Las Vegas, Nevada",10,Brad Tavares,16-5-0,"6' 1""",185,74,43,http://www.ufc.com/event/UFC-216/printFightCard
UFC Fight Night - Saint Preux vs Okami,2017-09-22 00:00:00,"Saitama, Japan",0,Ovince Saint Preux,22-10-0,"6' 3""",205,80,45,http://www.ufc.com/event/ufc-fight-night-japan-2017/printFightCard
UFC Fight Night - Saint Preux vs Okami,2017-09-22 00:00:00,"Saitama, Japan",0,Yushin Okami,34-11-0,"6' 2""",205,75,,http://www.ufc.com/event/ufc-fight-night-japan-2017/printFightCard
UFC Fight Night - Saint Preux vs Okami,2017-09-22 00:00:00,"Saitama, Japan",1,Claudia Gadelha,15-3-0,"5' 4""",115,63,32,http://www.ufc.com/event/ufc-fight-night-japan-2017/printFightCard
UFC Fight Night - Saint Preux vs Okami,2017-09-22 00:00:00,"Saitama, Japan",1,Jessica Andrade,17-6-0,"5' 3""",115,62,35,http://www.ufc.com/event/ufc-fight-night-japan-2017/printFightCard
UFC Fight Night - Saint Preux vs Okami,2017-09-22 00:00:00,"Saitama, Japan",2,Takanori Gomi,"35-14-0, 1NC","5' 8""",155,70,40,http://www.ufc.com/event/ufc-fight-night-japan-2017/printFightCard
