Event,Date,Location,Fight Number,Fighter,Record,Height,Weightclass,Reach,Leg Reach,Url
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",5,Eliot Marshall,11-5-0,"6' 3""",205,,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",6,Edson  Barboza,19-4-0,"5' 11""",155,75,41,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",6,Anthony Njokuani,"16-9-0, 1NC","6' 1""",155,75,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",7,Ricardo Almeida,13-4-0,"6' 0""",170,74,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",7,Mike Pyle,27-13-1,"6' 0""",170,74,41,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",8,Kurt Pellegrino,21-6-0,"5' 8""",155,,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",8,Gleison Tibau,41-11-0,"5' 10""",155,71,39,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",9,Joseph Benavidez,25-4-0,"5' 4""",125,65,36,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",9,Ian Loveland,14-9-0,"5' 8""",135,,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",10,Erik Koch,15-5-0,"5' 10""",155,71,40,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",10,Raphael Assuncao,26-5-0,"5' 5""",135,66,38,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",11,Nick Catone,10-4-0,"6' 0""",185,72,,http://www.ufc.com/event/UFC128/printFightCard
UFC 128,2011-03-19 00:00:00,"Newark, New Jersey",11,Costas Philippou,"13-5-0, 1NC","5' 11""",185,73,,http://www.ufc.com/event/UFC128/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",0,Diego Sanchez,29-11-0,"5' 10""",155,72,40,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",0,Martin Kampmann,20-7-0,"6' 0""",170,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",1,CB Dollaway,17-9-0,"6' 2""",205,76,42,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",1,Mark Munoz,14-6-0,"6' 0""",185,72,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",2,Alessio Sakara,"19-11-0, 1NC","6' 0""",185,72,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",2,Chris Weidman,14-3-0,"6' 2""",185,78,42,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",3,Brian Bowles,10-3-0,"5' 7""",135,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",3,Damacio Page,12-8-0,"5' 6""",135,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",4,Joe Stevenson,36-14-0,"5' 7""",155,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",4,Danny Castillo,17-10-0,"5' 9""",155,71,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",5,Steve Cantwell,7-6-0,"6' 2""",185,75,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",5,Cyrille Diabate,20-10-3,"6' 6""",205,81,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",6,Thiago Tavares,24-7-1,"5' 7""",145,68,39,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",6,Shane Roller,11-7-0,"5' 10""",155,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",7,Takeya Mizugaki,21-11-2,"5' 7""",135,68,38,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",7,Reuben Duran,8-5-1,"5' 7""",135,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",8,Rob Kimmons,23-7-0,"5' 10""",185,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",8,Dongi Yang,12-3-0,"5' 11""",185,71,40,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",9,Rousimar Palhares,24-5-0,"5' 8""",170,71,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",9,David Branch,21-4-0,"6' 1""",185,81,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",10,Igor Pokrajac,"25-13-0, 1NC","6' 0""",205,74,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC on VERSUS,2011-03-03 00:00:00,"Louisville, KY",10,Todd Brown,"15-3-0, 1NC","5' 11""",205,,,http://www.ufc.com/event/UFCLive3/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",0,BJ Penn,16-12-2,"5' 9""",145,70,37,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",0,Jon Fitch,"27-5-1, 1NC","6' 0""",170,74,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",1,Michael Bisping,31-9-0,"6' 1""",185,75,44,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",1,Jorge Rivera,19-9-0,"6' 1""",185,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",2,George Sotiropoulos,14-6-0,"5' 10""",155,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",2,Dennis Siver,"23-11-0, 1NC","5' 7""",145,70,38,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",3,Chris Lytle,41-18-4,"5' 11""",170,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",3,Brian Ebersole,"51-17-1, 1NC","6' 0""",170,73,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",4,Kyle Noke,22-10-1,"6' 1""",170,76,44,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",4,Chris Camozzi,24-13-0,"6' 2""",185,76,42,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",5,Ross Pearson,"21-12-0, 1NC","5' 8""",155,69,39,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",5,Spencer Fisher,25-9-0,"5' 7""",155,68,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",6,James Te Huna,18-9-0,"6' 2""",185,75,44,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",6,Alexander Gustafsson,18-4-0,"6' 5""",205,79,46,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",7,Nick Ring,13-3-0,"6' 0""",185,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",7,Riki Fukuda,19-7-0,"6' 0""",185,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",8,Anthony Perosh,15-10-0,"6' 3""",205,75,44,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",8,Tom Blackledge,10-7-0,"6' 3""",205,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",9,Tiequan Zhang,18-4-0,"5' 8""",155,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",9,Jason Reinhardt,20-3-0,"5' 6""",135,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",10,Mark Hunt,"13-11-1, 1NC","5' 10""",265,72,43,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",10,Chris Tuchscherer,"18-4-0, 1NC","6' 1""",265,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",11,Maciej Jewtuszko,8-1-0,"6' 0""",155,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 127,2011-02-26 00:00:00,"Sydney, NSW",11,Curt Warburton,7-3-0,"6' 0""",155,,,http://www.ufc.com/event/UFC127/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",0,Anderson Silva,"34-8-0, 1NC","6' 2""",185,77,42,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",0,Vitor Belfort,"26-13-0, 1NC","6' 0""",185,74,41,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",1,Forrest Griffin,19-7-0,"6' 3""",205,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",1,Rich Franklin,"29-7-0, 1NC","6' 1""",185,76,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",2,Jake Ellenberger,31-13-0,"5' 9""",170,71,39,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",2,Carlos Eduardo Rocha,9-2-0,"5' 10""",170,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",3,Jon Jones,23-1-0,"6' 4""",205,84,45,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",3,Ryan Bader,22-5-0,"6' 2""",205,74,44,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",4,Miguel Angel Torres,39-5-0,"5' 9""",135,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",4,Antonio Banuelos,19-7-0,"5' 3""",135,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",5,Donald Cerrone,"32-10-0, 1NC","6' 1""",170,73,40,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",5,Paul Kelly,12-4-0,"5' 9""",155,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",6,Chad Mendes,17-4-0,"5' 6""",145,66,37,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",6,Michihiro Omigawa,13-12-1,"5' 6""",145,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",7,Norifumi Yamamoto,"18-6-0, 2NC","5' 4""",135,66,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",7,Demetrious Johnson,27-2-1,"5' 3""",125,66,34,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",8,Paul Taylor,"11-6-1, 1NC","6' 0""",155,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",8,Gabe Ruediger,17-7-0,"5' 10""",155,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",9,Kyle Kingsbury,"11-6-0, 1NC","6' 4""",205,76,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",9,Ricardo Romero,11-3-0,"6' 0""",205,,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",10,Mike Pierce,17-7-0,"5' 8""",170,70,,http://www.ufc.com/event/UFC126/printFightCard
UFC 126,2011-02-05 00:00:00,"Las Vegas, NV",10,Kenny Robertson,15-5-0,"5' 10""",170,74,,http://www.ufc.com/event/UFC126/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",0,Evan Dunham,18-6-1,"5' 10""",155,70,38,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",0,Melvin Guillard,"48-14-3, 2NC","5' 9""",155,68,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",1,Matt Mitrione,9-5-0,"6' 3""",265,79,43,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",1,Tim Hague,12-5-0,"6' 4""",265,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",2,Mark Hominick,20-12-0,"5' 8""",145,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",2,George Roop,15-13-1,"5' 11""",135,72,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",3,Pat Barry,8-7-0,"5' 11""",265,74,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",3,Joey Beltran,"14-9-0, 1NC","6' 1""",205,75,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",4,Cole Miller,"21-11-0, 1NC","6' 1""",145,74,41,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",4,Matt Wiman,16-7-0,"5' 10""",155,68,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",5,Cody McKenzie,14-4-0,"6' 0""",155,72,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",5,Yves Edwards,"42-22-1, 1NC","5' 9""",155,73,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",6,DaMarques Johnson,18-12-0,"6' 1""",170,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",6,Mike Guymon,13-5-1,"6' 0""",170,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",7,Mike Brown,26-9-0,"5' 6""",145,70,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",7,Rani Yahya,"24-9-0, 1NC","5' 6""",135,67,37,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",8,Waylon Lowe,10-4-0,"5' 7""",155,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",8,Willamy Freire,17-4-0,"5' 8""",155,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",9,Charlie Brenneman,19-8-0,"5' 10""",155,72,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",9,Amilcar Alves,11-3-0,"6' 0""",170,,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",10,Will Campuzano,13-6-0,"5' 9""",125,70,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC Fight for the Troops 2,2011-01-22 00:00:00,"Fort Hood, TX",10,Chris Cariaso,17-8-0,"5' 3""",125,63,,http://www.ufc.com/event/fight-for-the-troops-2/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",0,Frankie Edgar,21-5-1,"5' 6""",145,68,37,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",0,Gray Maynard,"14-7-1, 1NC","5' 8""",145,70,39,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",1,Chris Leben,22-11-0,"5' 11""",185,74,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",1,Brian Stann,12-6-0,"6' 1""",185,,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",2,Brandon Vera,"12-7-0, 1NC","6' 2""",265,,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",2,Thiago Silva,"16-3-0, 2NC","6' 2""",205,,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",3,Nate Diaz,20-11-0,"6' 0""",170,76,38,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",3,Dong Hyun Kim,"22-4-1, 1NC","6' 2""",170,76,42,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",4,Clay Guida,34-14-0,"5' 7""",145,70,38,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",4,Takanori Gomi,"35-14-0, 1NC","5' 8""",155,70,40,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",5,Marcus Davis,22-9-0,"5' 10""",155,70,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",5,Jeremy Stephens,26-14-0,"5' 9""",145,71,38,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",6,Josh Grispi,14-5-0,"5' 11""",145,,,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",6,Dustin Poirier,"22-5-0, 1NC","5' 9""",155,72,40,http://www.ufc.com/event/UFC125/printFightCard
UFC 125,2011-01-01 00:00:00,"Las Vegas, Nevada",7,Phil Baroni,13-13-0,"5' 9""",185,72,,http://www.ufc.com/event/UFC125/printFightCard
