Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Heavyweight,265.0,2,"Mirko ""Cro Cop"" Filipovic",loss,Cheick Kongo,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Welterweight,170.0,3,Marcus Davis,win,Paul Taylor,Submission (armbar),1,4:14,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Welterweight,170.0,3,Paul Taylor,loss,Marcus Davis,Submission (armbar),1,4:14,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Light Heavyweight,205.0,4,Houston Alexander,win,Alessio Sakara,KO (knee and punches),1,1:01,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Light Heavyweight,205.0,4,Alessio Sakara,loss,Houston Alexander,KO (knee and punches),1,1:01,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Lightweight,155.0,5,Gleison Tibau,win,Terry Etim,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Lightweight,155.0,5,Terry Etim,loss,Gleison Tibau,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Light Heavyweight,205.0,6,Thiago Silva,win,Tomasz Drwal,TKO (punches),2,4:23,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Light Heavyweight,205.0,6,Tomasz Drwal,loss,Thiago Silva,TKO (punches),2,4:23,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Lightweight,155.0,7,Dennis Siver,win,Naoyuki Kotani,KO (punch),2,2:04,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Lightweight,155.0,7,Naoyuki Kotani,loss,Dennis Siver,KO (punch),2,2:04,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Welterweight,170.0,8,Jess Liaudin,win,Anthony Torres,TKO (punches),1,4:10,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 075 !UFC 75: Champion vs. Champion,2007-09-08,Welterweight,170.0,8,Anthony Torres,loss,Jess Liaudin,TKO (punches),1,4:10,"London, England, U.K.",The O2 arena,16235.0,https://en.wikipedia.org/wiki/UFC_75
UFC 074 !UFC 74: Respect,2007-08-25,Heavyweight,265.0,0,Randy Couture,win,Gabriel Gonzaga,TKO (punches),3,1:37,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Heavyweight,265.0,0,Gabriel Gonzaga,loss,Randy Couture,TKO (punches),3,1:37,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Welterweight,170.0,1,Georges St. Pierre,win,Josh Koscheck,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Welterweight,170.0,1,Josh Koscheck,loss,Georges St-Pierre,"Decision (unanimous) (3027, 2928, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,2,Roger Huerta,win,Alberto Crane,TKO (punches),3,1:50,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,2,Alberto Crane,loss,Roger Huerta,TKO (punches),3,1:50,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,3,Joe Stevenson,win,Kurt Pellegrino,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,3,Kurt Pellegrino,loss,Joe Stevenson,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Middleweight,185.0,4,Patrick Ct,win,Kendall Grove,KO (punches),1,4:45,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Middleweight,185.0,4,Kendall Grove,loss,Patrick Ct,KO (punches),1,4:45,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Light Heavyweight,205.0,5,"Renato ""Babalu"" Sobral",win,David Heath,Submission (dave schultz front headlock),2,3:30,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Light Heavyweight,205.0,5,David Heath,loss,Renato Sobral,Submission (dave schultz front headlock),2,3:30,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Heavyweight,265.0,6,Frank Mir,win,Antoni Hardonk,Submission (kimura),1,1:17,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Heavyweight,265.0,6,Antoni Hardonk,loss,Frank Mir,Submission (kimura),1,1:17,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Middleweight,185.0,7,Thales Leites,win,Ryan Jensen,Submission (armbar),1,3:47,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Middleweight,185.0,7,Ryan Jensen,loss,Thales Leites,Submission (armbar),1,3:47,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,8,Clay Guida,win,Marcus Aurlio,"Decision (split) (3027, 2829, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 074 !UFC 74: Respect,2007-08-25,Lightweight,155.0,8,Marcus Aurlio,loss,Clay Guida,"Decision (split) (3027, 2829, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Mandalay Bay Events Center,11065.0,https://en.wikipedia.org/wiki/UFC_74
UFC 073 !UFC 73: Stacked,2007-07-07,Middleweight,185.0,0,Anderson Silva,win,Nate Marquardt,TKO (punches),1,4:50,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Middleweight,185.0,0,Nate Marquardt,loss,Anderson Silva,TKO (punches),1,4:50,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Light Heavyweight,205.0,1,Tito Ortiz,draw,Rashad Evans,"Draw (unanimous) (2828, 2828, 2828)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Light Heavyweight,205.0,1,Rashad Evans,draw,Tito Ortiz,"Draw (unanimous) (2828, 2828, 2828)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,2,Sean Sherk,win,Hermes Franca,"Decision (unanimous) (5045, 5045, 4946)",5,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,2,Hermes Franca,loss,Sean Sherk,"Decision (unanimous) (5045, 5045, 4946)",5,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Heavyweight,265.0,3,Antnio Rodrigo Nogueira,win,Heath Herring,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Heavyweight,265.0,3,Heath Herring,loss,Antnio Rodrigo Nogueira,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,4,Kenny Florian,win,Alvin Robinson,TKO (punches),1,4:30,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,4,Alvin Robinson,loss,Kenny Florian,TKO (punches),1,4:30,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Light Heavyweight,205.0,5,Stephan Bonnar,win,Mike Nickels,Submission (rear-naked choke),1,2:14,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Light Heavyweight,205.0,5,Mike Nickels,loss,Stephan Bonnar,Submission (rear-naked choke),1,2:14,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,6,Jorge Gurgel,win,Diego Saraiva,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,6,Diego Saraiva,loss,Jorge Gurgel,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Welterweight,170.0,7,Chris Lytle,win,Jason Gilliam,Submission (triangle choke),1,2:15,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Welterweight,170.0,7,Jason Gilliam,loss,Chris Lytle,Submission (triangle choke),1,2:15,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,8,Frankie Edgar,win,Mark Bocek,TKO (punches),1,4:55,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
UFC 073 !UFC 73: Stacked,2007-07-07,Lightweight,155.0,8,Mark Bocek,loss,Frankie Edgar,TKO (punches),1,4:55,"Sacramento, California, U.S.",ARCO Arena,13183.0,https://en.wikipedia.org/wiki/UFC_73
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,0,BJ Penn,win,Jens Pulver,Submission (rear-naked choke),2,3:12,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,0,Jens Pulver,loss,B.J. Penn,Submission (rear-naked choke),2,3:12,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,1,Nate Diaz,win,Manvel Gamburyan,Submission (shoulder injury),2,0:20,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,1,Manny Gamburyan,loss,Nate Diaz,Submission (shoulder injury),2,0:20,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Middleweight,185.0,2,Thales Leites,win,Floyd Sword,Submission (kata-gatame choke),1,3:50,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Middleweight,185.0,2,Floyd Sword,loss,Thales Leites,Submission (kata-gatame choke),1,3:50,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,3,Roger Huerta,win,Doug Evans,TKO (punches),2,3:30,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,3,Doug Evans,loss,Roger Huerta,TKO (punches),2,3:30,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,4,Joe Lauzon,win,Brandon Melendez,Submission (triangle choke),2,2:09,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,4,Brandon Melendez,loss,Joe Lauzon,Submission (triangle choke),2,2:09,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,5,Cole Miller,win,Andy Wang,TKO (head kick and punches),1,1:10,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,5,Andy Wang,loss,Cole Miller,TKO (head kick and punches),1,1:10,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,6,Gray Maynard,nc,Rob Emerson,No Contest,2,0:39,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,6,Rob Emerson,nc,Gray Maynard,No Contest,2,0:39,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,7,Leonard Garcia,win,Allen Berube,Submission (rear-naked choke),1,4:22,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,7,Allen Berube,loss,Leonard Garcia,Submission (rear-naked choke),1,4:22,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,8,Matt Wiman,win,Brian Geraghty,TKO (punches),1,2:09,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Lightweight,155.0,8,Brian Geraghty,loss,Matt Wiman,TKO (punches),1,2:09,"Las Vegas, Nevada, U.S.",Palms Casino Resort,,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,0,Rich Franklin,win,Yushin Okami,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,0,Yushin Okami,loss,Rich Franklin,"Decision (unanimous) (2928, 2928, 2928)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Light Heavyweight,205.0,1,Forrest Griffin,win,Hector Ramirez,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Light Heavyweight,205.0,1,Hector Ramirez,loss,Forrest Griffin,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,2,Jason MacDonald,win,Rory Singer,TKO (punches and elbows),2,3:18,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,2,Rory Singer,loss,Jason MacDonald,TKO (punches and elbows),2,3:18,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Lightweight,155.0,3,Tyson Griffin,win,Clay Guida,"Decision (split) (2928, 2829, 2928)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Lightweight,155.0,3,Clay Guida,loss,Tyson Griffin,"Decision (split) (2928, 2829, 2928)",3,5:00,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,4,Ed Herman,win,Scott Smith,Submission (rear-naked choke),2,2:25,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Middleweight,185.0,4,Scott Smith,loss,Ed Herman,Submission (rear-naked choke),2,2:25,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Heavyweight,265.0,5,Eddie Sanchez,win,Colin Robinson,TKO (punches),2,0:32,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Heavyweight,265.0,5,Colin Robinson,loss,Eddie Sanchez,TKO (punches),2,0:32,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Welterweight,170.0,6,Dustin Hazelett,win,Steven Lynch,Submission (d'arce choke),1,2:50,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Welterweight,170.0,6,Steven Lynch,loss,Dustin Hazelett,Submission (d'arce choke),1,2:50,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Welterweight,170.0,7,Marcus Davis,win,Jason Tan,KO (punch),1,1:15,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC 072 !UFC 72: Victory,2007-06-16,Welterweight,170.0,7,Jason Tan,loss,Marcus Davis,KO (punch),1,1:15,"Belfast, Northern Ireland, U.K.",Odyssey !The Odyssey,7850.0,https://en.wikipedia.org/wiki/UFC_72
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,0,Spencer Fisher,win,Sam Stout,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,0,Sam Stout,loss,Spencer Fisher,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,1,Thiago Tavares,win,Jason Black,Submission (triangle choke),2,2:49,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,1,Jason Black,loss,Thiago Tavares,Submission (triangle choke),2,2:49,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,2,Jon Fitch,win,Roan Carneiro,Submission (rear-naked choke),2,1:07,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,2,Roan Carneiro,loss,Jon Fitch,Submission (rear-naked choke),2,1:07,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Middleweight,185.0,3,Drew McFedries,win,Jordan Radev,KO (punches),1,0:33,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Middleweight,185.0,3,Jordan Radev,loss,Drew McFedries,KO (punches),1,0:33,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,4,Forrest Petz,win,Luigi Fioravanti,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,4,Luigi Fioravanti,loss,Forrest Petz,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,5,Tamdan McCrory,win,Pete Spratt,Submission (triangle choke),2,2:04,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,5,Pete Spratt,loss,Tamdan McCrory,Submission (triangle choke),2,2:04,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,6,Gleison Tibau,win,Jeff Cox,Submission (arm-triangle choke),1,1:52,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,6,Jeff Cox,loss,Gleison Tibau,Submission (arm-triangle choke),1,1:52,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,7,Anthony Johnson,win,Chad Reiner,KO (punches),1,0:13,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
