Event,Date,Division,Weightclass,Fight Number,Fighter,Result,Opponent,Method,Round,Time,Location,Venue,Attendance,Url
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Welterweight,170.0,7,Chad Reiner,loss,Anthony Johnson,KO (punches),1,0:13,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,8,Nate Mohr,win,Luke Caudillo,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,2007-06-12,Lightweight,155.0,8,Luke Caudillo,loss,Nate Mohr,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Hollywood, Florida, U.S.",Seminole Hard Rock Hotel and Casino,,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stout_vs._Fisher
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,0,"Quinton ""Rampage"" Jackson",win,Chuck Liddell,KO (punches),1,1:53,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,0,Chuck Liddell,loss,Quinton Jackson,KO (punches),1,1:53,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Welterweight,170.0,1,Karo Parisyan,win,Josh Burkman,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Welterweight,170.0,1,Josh Burkman,loss,Karo Parisyan,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Middleweight,185.0,2,Terry Martin,win,Ivan Salaverry,TKO (slam and punches),1,2:04,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Middleweight,185.0,2,Ivan Salaverry,loss,Terry Martin,TKO (slam and punches),1,2:04,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,3,Houston Alexander,win,Keith Jardine,KO (punches and knees),1,0:48,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,3,Keith Jardine,loss,Houston Alexander,KO (punches and knees),1,0:48,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Middleweight,185.0,4,Kalib Starnes,win,Chris Leben,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Middleweight,185.0,4,Chris Leben,loss,Kalib Starnes,"Decision (unanimous) (2928, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,5,Thiago Silva,win,James Irvin,Referee Stoppage (injury),1,1:06,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,5,James Irvin,loss,Thiago Silva,Referee Stoppage (injury),1,1:06,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,6,Alan Belcher,win,Sean Salmon,Submission (guillotine choke),1,0:53,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,6,Sean Salmon,loss,Alan Belcher,Submission (guillotine choke),1,0:53,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Lightweight,155.0,7,Din Thomas,win,Jeremy Stephens,Technical Submission (armbar),2,2:44,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Lightweight,155.0,7,Jeremy Stephens,loss,Din Thomas,Technical Submission (armbar),2,2:44,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,8,Wilson Gouveia,win,Carmelo Marrero,Submission (guillotine choke),1,3:06,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 071 !UFC 71: Liddell vs. Jackson,2007-05-26,Light Heavyweight,205.0,8,Carmelo Marrero,loss,Wilson Gouveia,Submission (guillotine choke),1,3:06,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,14728.0,https://en.wikipedia.org/wiki/UFC_71
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,0,Gabriel Gonzaga,win,Mirko Cro Cop,KO (head kick),1,4:51,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,0,"Mirko ""Cro Cop"" Filipovic",loss,Gabriel Gonzaga,KO (head kick),1,4:51,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,1,Andrei Arlovski,win,Fabrcio Werdum,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,1,Fabrcio Werdum,loss,Andrei Arlovski,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,2,Michael Bisping,win,Elvis Sinosic,TKO (punches),2,1:40,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,2,Elvis Sinosic,loss,Michael Bisping,TKO (punches),2,1:40,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,3,Lyoto Machida,win,David Heath,"Decision (unanimous) (3027, 3026, 3027)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,3,David Heath,loss,Lyoto Machida,"Decision (unanimous) (3027, 3026, 3027)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,4,Cheick Kongo,win,Assuerio Silva,"Decision (majority) (2928, 2928, 2828)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Heavyweight,265.0,4,Assuerio Silva,loss,Cheick Kongo,"Decision (majority) (2928, 2928, 2828)",3,5:00,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Lightweight,155.0,5,Terry Etim,win,Matt Grice,Submission (guillotine choke),1,4:48,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Lightweight,155.0,5,Matt Grice,loss,Terry Etim,Submission (guillotine choke),1,4:48,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Lightweight,155.0,6,Junior Assuncao,win,David Lee,Submission (rear-naked choke),2,1:55,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Lightweight,155.0,6,David Lee,loss,Junior Assuncao,Submission (rear-naked choke),2,1:55,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,7,Alessio Sakara,win,Victor Valimaki,TKO (punches),1,1:44,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Light Heavyweight,205.0,7,Victor Valimaki,loss,Alessio Sakara,TKO (punches),1,1:44,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Welterweight,170.0,8,Jess Liaudin,win,Dennis Siver,Submission (armbar),1,1:19,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Welterweight,170.0,8,Dennis Siver,loss,Jess Liaudin,Submission (armbar),1,1:19,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Welterweight,170.0,9,Paul Taylor,win,Edilberto de Oliveira,TKO (head kick and punches),3,0:37,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 070 !UFC 70: Nations Collide,2007-04-21,Welterweight,170.0,9,Edilberto de Oliveira,loss,Paul Taylor,TKO (head kick and punches),3,0:37,"Manchester, England, U.K.",Manchester Evening News Arena,15114.0,https://en.wikipedia.org/wiki/UFC_70
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,0,Matt Serra,win,Georges St-Pierre,TKO (punches),1,3:25,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,0,Georges St. Pierre,loss,Matt Serra,TKO (punches),1,3:25,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,1,Josh Koscheck,win,Diego Sanchez,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,1,Diego Sanchez,loss,Josh Koscheck,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Lightweight,155.0,2,Roger Huerta,win,Leonard Garcia,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Lightweight,155.0,2,Leonard Garcia,loss,Roger Huerta,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,3,Yushin Okami,win,Mike Swick,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,3,Mike Swick,loss,Yushin Okami,"Decision (unanimous) (2928, 2928, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,4,Kendall Grove,win,Alan Belcher,Technical Submission (d'arce choke),2,4:42,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,4,Alan Belcher,loss,Kendall Grove,Technical Submission (d'arce choke),2,4:42,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Heavyweight,265.0,5,Heath Herring,win,Brad Imes,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Heavyweight,265.0,5,Brad Imes,loss,Heath Herring,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,6,Thales Leites,win,Pete Sell,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Middleweight,185.0,6,Pete Sell,loss,Thales Leites,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,7,Marcus Davis,win,Pete Spratt,Submission (ankle lock),2,2:57,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,7,Pete Spratt,loss,Marcus Davis,Submission (ankle lock),2,2:57,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,8,Luke Cummo,win,Josh Haynes,TKO (punch),2,2:45,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC 069 !UFC 69: Shootout,2007-04-07,Welterweight,170.0,8,Josh Haynes,loss,Luke Cummo,TKO (punch),2,2:45,"Houston, Texas, U.S.",Toyota Center,15269.0,https://en.wikipedia.org/wiki/UFC_69
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,0,Joe Stevenson,win,Melvin Guillard,Submission (guillotine choke),1,0:27,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,0,Melvin Guillard,loss,Joe Stevenson,Submission (guillotine choke),1,0:27,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Heavyweight,265.0,1,Justin McCully,win,Antoni Hardonk,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Heavyweight,265.0,1,Antoni Hardonk,loss,Justin McCully,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,2,Kenny Florian,win,Dokonjonosuke Mishima,Submission (rear-naked choke),3,3:57,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,2,Dokonjonosuke Mishima,loss,Kenny Florian,Submission (rear-naked choke),3,3:57,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Light Heavyweight,205.0,3,Wilson Gouveia,win,Seth Petruzelli,Submission (guillotine choke),2,0:39,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Light Heavyweight,205.0,3,Seth Petruzelli,loss,Wilson Gouveia,Submission (guillotine choke),2,0:39,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,4,Drew Fickett,win,Keita Nakamura,"Decision (unanimous) (2927, 2927, 3026)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,4,Keita Nakamura,loss,Drew Fickett,"Decision (unanimous) (2927, 2927, 3026)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,5,Kurt Pellegrino,win,Nate Mohr,Submission (ankle lock),1,2:58,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,5,Nate Mohr,loss,Kurt Pellegrino,Submission (ankle lock),1,2:58,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,6,Kuniyoshi Hironaka,win,Forrest Petz,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,6,Forrest Petz,loss,Kuniyoshi Hironaka,"Decision (unanimous) (3027, 3027, 2928)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,7,Roan Carneiro,win,Rich Clementi,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Welterweight,170.0,7,Rich Clementi,loss,Roan Carneiro,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,8,Thiago Tavares,win,Naoyuki Kotani,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,2007-04-05,Lightweight,155.0,8,Naoyuki Kotani,loss,Thiago Tavares,"Decision (unanimous) (3027, 3027, 3027)",3,5:00,"Las Vegas, Nevada, U.S.",Palms Casino Resort,1734.0,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard
UFC 068 !UFC 68: The Uprising,2007-03-03,Heavyweight,265.0,0,Randy Couture,win,Tim Sylvia,"Decision (unanimous) (5045, 5045, 5045)",5,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Heavyweight,265.0,0,Tim Sylvia,loss,Randy Couture,"Decision (unanimous) (5045, 5045, 5045)",5,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Middleweight,185.0,1,Martin Kampmann,win,Drew McFedries,Submission (arm-triangle),1,4:06,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Middleweight,185.0,1,Drew McFedries,loss,Martin Kampmann,Submission (arm-triangle),1,4:06,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Middleweight,185.0,2,Rich Franklin,win,Jason MacDonald,TKO (corner stoppage),2,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Middleweight,185.0,2,Jason MacDonald,loss,Rich Franklin,TKO (corner stoppage),2,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Welterweight,170.0,3,Matt Hughes,win,Chris Lytle,Decision (Unanimous),3,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Welterweight,170.0,3,Chris Lytle,loss,Matt Hughes,Decision (Unanimous),3,5:00,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Light Heavyweight,205.0,4,Jason Lambert,win,Renato Sobral,KO (punch),2,3:36,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
UFC 068 !UFC 68: The Uprising,2007-03-03,Light Heavyweight,205.0,4,"Renato ""Babalu"" Sobral",loss,Jason Lambert,KO (punch),2,3:36,"Columbus, Ohio, U.S.",Nationwide Arena,19079.0,https://en.wikipedia.org/wiki/UFC_68
