Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
UFC 95: Sanchez vs Stevenson,2009-02-21,0,Lightweight,155,Joe Stevenson,Diego Sanchez,loss,U-DEC,3,5:00,41,0,1,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,1,Welterweight,170,Dan Hardy,Rory Markham,win,KO/TKO  Punch,1,1:09,5,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,1,Welterweight,170,Rory Markham,Dan Hardy,loss,KO/TKO  Punch,1,1:09,2,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,2,Middleweight,185,Nate Marquardt,Wilson Gouveia,win,KO/TKO  Flying Knee,3,3:10,67,2,1,1,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,2,Middleweight,185,Wilson Gouveia,Nate Marquardt,loss,KO/TKO  Flying Knee,3,3:10,16,0,1,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,3,Middleweight,185,Demian Maia,Chael Sonnen,win,SUB  Triangle Choke,1,2:37,6,1,1,1,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,3,Middleweight,185,Chael Sonnen,Demian Maia,loss,SUB  Triangle Choke,1,2:37,8,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,4,Welterweight,170,Paulo Thiago,Josh Koscheck,win,KO/TKO  Punches,1,3:29,7,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,4,Welterweight,170,Josh Koscheck,Paulo Thiago,loss,KO/TKO  Punches,1,3:29,8,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,5,Lightweight,155,Terry Etim,Brian Cobb,win,KO/TKO  Kick,2,0:10,19,1,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,5,Lightweight,155,Brian Cobb,Terry Etim,loss,KO/TKO  Kick,2,0:10,0,2,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,6,Heavyweight,265,Junior Dos Santos,Stefan Struve,win,KO/TKO  Punches,1,0:54,12,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,6,Heavyweight,265,Stefan Struve,Junior Dos Santos,loss,KO/TKO  Punches,1,0:54,0,0,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,7,Lightweight,155,Per Eklund,Evan Dunham,loss,KO/TKO  Punch,1,2:13,9,1,1,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,7,Lightweight,155,Evan Dunham,Per Eklund,win,KO/TKO  Punch,1,2:13,13,0,1,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,8,Heavyweight,265,Neil Grove,Mike Ciesnolevicz,loss,SUB  Heel Hook,1,1:03,0,0,1,1,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,8,Heavyweight,265,Mike Ciesnolevicz,Neil Grove,win,SUB  Heel Hook,1,1:03,0,0,2,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,9,Welterweight,170,Paul Kelly,Troy Mandaloniz,win,U-DEC,3,5:00,71,2,0,0,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC 95: Sanchez vs Stevenson,2009-02-21,9,Welterweight,170,Troy Mandaloniz,Paul Kelly,loss,U-DEC,3,5:00,38,4,0,5,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
UFC Fight Night: Lauzon vs Stephens,2009-02-07,0,Lightweight,155,Joe Lauzon,Jeremy Stephens,win,SUB  Armbar,2,4:43,11,2,4,9,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,0,Lightweight,155,Jeremy Stephens,Joe Lauzon,loss,SUB  Armbar,2,4:43,15,1,0,1,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,1,Heavyweight,265,Cain Velasquez,Denis Stojnic,win,KO/TKO  Punches,2,2:34,88,1,0,1,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,1,Heavyweight,265,Denis Stojnic,Cain Velasquez,loss,KO/TKO  Punches,2,2:34,7,0,1,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,2,Lightweight,155,Josh Neer,Mac Danzig,win,SUB  Triangle Choke,2,3:36,46,0,3,1,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,2,Lightweight,155,Mac Danzig,Josh Neer,loss,SUB  Triangle Choke,2,3:36,33,0,0,1,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,3,Welterweight,170,Anthony Johnson,Luigi Fioravanti,win,KO/TKO  Punch,1,4:39,21,0,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,3,Welterweight,170,Luigi Fioravanti,Anthony Johnson,loss,KO/TKO  Punch,1,4:39,12,0,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,4,Lightweight,155,Kurt Pellegrino,Rob Emerson,win,SUB  Rear Naked Choke,2,3:14,16,1,1,3,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,4,Lightweight,155,Rob Emerson,Kurt Pellegrino,loss,SUB  Rear Naked Choke,2,3:14,21,2,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,5,Middleweight,185,Dan Miller,Jake Rosholt,win,SUB  Guillotine Choke,1,1:03,2,0,2,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,5,Middleweight,185,Jake Rosholt,Dan Miller,loss,SUB  Guillotine Choke,1,1:03,2,1,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,6,Lightweight,155,Matt Veach,Matt Grice,win,KO/TKO  Punch,1,4:34,12,1,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,6,Lightweight,155,Matt Grice,Matt Veach,loss,KO/TKO  Punch,1,4:34,29,0,1,2,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,7,Lightweight,155,Rich Clementi,Gleison Tibau,loss,SUB  Guillotine Choke,1,4:35,1,0,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,7,Lightweight,155,Gleison Tibau,Rich Clementi,win,SUB  Guillotine Choke,1,4:35,7,2,1,5,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,8,Middleweight,185,Derek Downey,Nick Catone,loss,SUB  Keylock,2,1:15,2,1,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,8,Middleweight,185,Nick Catone,Derek Downey,win,SUB  Keylock,2,1:15,21,4,2,4,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,9,Welterweight,170,Matthew Riddle,Steve Bruno,win,U-DEC,3,5:00,48,4,0,7,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC Fight Night: Lauzon vs Stephens,2009-02-07,9,Welterweight,170,Steve Bruno,Matthew Riddle,loss,U-DEC,3,5:00,22,1,0,0,http://www.fightmetric.com/event-details/d1759b2b7be9be56
UFC 94: St-Pierre vs Penn 2,2009-01-31,0,Welterweight,170,Georges St. Pierre,BJ Penn,win,KO/TKO,4,5:00,92,4,0,10,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,0,Welterweight,170,BJ Penn,Georges St-Pierre,loss,KO/TKO,4,5:00,16,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,1,Light Heavyweight,205,Lyoto Machida,Thiago Silva,win,KO/TKO  Punch,1,4:59,24,2,0,1,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,1,Light Heavyweight,205,Thiago Silva,Lyoto Machida,loss,KO/TKO  Punch,1,4:59,2,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,2,Light Heavyweight,205,Jon Jones,Stephan Bonnar,win,U-DEC,3,5:00,45,7,0,4,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,2,Light Heavyweight,205,Stephan Bonnar,Jon Jones,loss,U-DEC,3,5:00,37,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,3,Welterweight,170,Karo Parisyan,Dong Hyun Kim,nc  nc,Overturned,3,5:00,24,2,1,1,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,3,Welterweight,170,Dong Hyun Kim,Karo Parisyan,nc  nc,Overturned,3,5:00,19,2,2,2,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,4,Lightweight,155,Clay Guida,Nate Diaz,win,S-DEC,3,5:00,49,4,1,2,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,4,Lightweight,155,Nate Diaz,Clay Guida,loss,S-DEC,3,5:00,49,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,5,Welterweight,170,Jon Fitch,Akihiro Gono,win,U-DEC,3,5:00,40,4,2,4,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,5,Welterweight,170,Akihiro Gono,Jon Fitch,loss,U-DEC,3,5:00,7,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,6,Lightweight,155,Thiago Tavares,Manvel Gamburyan,win,U-DEC,3,5:00,27,3,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,6,Lightweight,155,Manny Gamburyan,Thiago Tavares,loss,U-DEC,3,5:00,26,1,1,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,7,Welterweight,170,Chris Wilson,John Howard,loss,S-DEC,3,5:00,45,2,2,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,7,Welterweight,170,John Howard,Chris Wilson,win,S-DEC,3,5:00,21,7,2,3,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,8,Light Heavyweight,205,Christian Wellisch,Jake O'Brien,loss,S-DEC,3,5:00,46,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,8,Light Heavyweight,205,Jake O'Brien,Christian Wellisch,win,S-DEC,3,5:00,25,9,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,9,Welterweight,170,Dan Cramer,Matt Arroyo,win,S-DEC,3,5:00,24,0,0,0,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 94: St-Pierre vs Penn 2,2009-01-31,9,Welterweight,170,Matt Arroyo,Dan Cramer,loss,S-DEC,3,5:00,16,2,5,2,http://www.fightmetric.com/event-details/2a542ee8a8b83559
UFC 93: Franklin vs Henderson,2009-01-17,0,Light Heavyweight,205,Dan Henderson,Rich Franklin,win,S-DEC,3,5:00,36,4,0,2,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,0,Light Heavyweight,205,Rich Franklin,Dan Henderson,loss,S-DEC,3,5:00,39,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,1,Light Heavyweight,205,"Mauricio ""Shogun"" Rua",Mark Coleman,win,KO/TKO  Punches,3,4:36,62,1,2,1,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,1,Light Heavyweight,205,Mark Coleman,Mauricio Rua,loss,KO/TKO  Punches,3,4:36,31,7,0,1,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,2,Middleweight,185,Rousimar Palhares,Jeremy Horn,win,U-DEC,3,5:00,18,7,0,9,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,2,Middleweight,185,Jeremy Horn,Rousimar Palhares,loss,U-DEC,3,5:00,7,1,1,2,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,3,Middleweight,185,Alan Belcher,Denis Kang,win,SUB  Guillotine Choke,2,4:36,9,0,1,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,3,Middleweight,185,Denis Kang,Alan Belcher,loss,SUB  Guillotine Choke,2,4:36,26,3,1,5,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,4,Welterweight,170,Marcus Davis,Chris Lytle,win,S-DEC,3,5:00,59,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,4,Welterweight,170,Chris Lytle,Marcus Davis,loss,S-DEC,3,5:00,73,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,5,Welterweight,170,John Hathaway,Tom Egan,win,KO/TKO  Elbows,1,4:36,18,5,0,3,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,5,Welterweight,170,Tom Egan,John Hathaway,loss,KO/TKO  Elbows,1,4:36,0,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,6,Welterweight,170,Martin Kampmann,Alexandre Barros,win,KO/TKO  Punches,2,3:09,33,0,2,3,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,6,Welterweight,170,Alexandre Barros,Martin Kampmann,loss,KO/TKO  Punches,2,3:09,8,1,0,1,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,7,Light Heavyweight,205,Antonio Mendes,Eric Schafer,loss,KO/TKO  Punches,1,3:35,3,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,7,Light Heavyweight,205,Eric Schafer,Antonio Mendes,win,KO/TKO  Punches,1,3:35,22,0,0,3,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,8,Light Heavyweight,205,Ivan Serati,Tomasz Drwal,loss,KO/TKO  Punches,1,2:02,3,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,8,Light Heavyweight,205,Tomasz Drwal,Ivan Serati,win,KO/TKO  Punches,1,2:02,14,1,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,9,Lightweight,155,Dennis Siver,Nate Mohr,win,KO/TKO  Spinning Back Kick,3,3:45,48,0,0,0,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 93: Franklin vs Henderson,2009-01-17,9,Lightweight,155,Nate Mohr,Dennis Siver,loss,KO/TKO  Spinning Back Kick,3,3:45,48,1,0,1,http://www.fightmetric.com/event-details/68c6cd5287b473a7
UFC 92: The Ultimate 2008,2008-12-27,0,Light Heavyweight,205,Rashad Evans,Forrest Griffin,win,KO/TKO  Punches,3,2:46,49,1,0,1,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,0,Light Heavyweight,205,Forrest Griffin,Rashad Evans,loss,KO/TKO  Punches,3,2:46,50,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,1,Heavyweight,265,Frank Mir,Minotauro Nogueira,win,KO/TKO  Punch,2,1:54,37,1,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,1,Heavyweight,265,Antonio Rodrigo Nogueira,Frank Mir,loss,KO/TKO  Punch,2,1:54,10,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,2,Middleweight,185,CB Dollaway,Mike Massenzio,win,KO/TKO  Punches,1,3:01,9,1,0,2,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,2,Middleweight,185,Mike Massenzio,CB Dollaway,loss,KO/TKO  Punches,1,3:01,3,0,2,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,3,Light Heavyweight,205,"Quinton ""Rampage"" Jackson",Wanderlei Silva,win,KO/TKO  Punch,1,3:21,11,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,3,Light Heavyweight,205,Wanderlei Silva,Rampage Jackson,loss,KO/TKO  Punch,1,3:21,7,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,4,Heavyweight,265,Cheick Kongo,Mostapha Al-Turk,win,KO/TKO  Elbows,1,4:37,34,1,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,4,Heavyweight,265,Mostapha Al Turk,Cheick Kongo,loss,KO/TKO  Elbows,1,4:37,4,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,5,Middleweight,185,Yushin Okami,Dean Lister,win,U-DEC,3,5:00,39,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,5,Middleweight,185,Dean Lister,Yushin Okami,loss,U-DEC,3,5:00,6,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,6,Heavyweight,265,Antoni Hardonk,Mike Wessel,win,KO/TKO  Punches,2,2:09,46,0,2,1,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,6,Heavyweight,265,Mike Wessel,Antoni Hardonk,loss,KO/TKO  Punches,2,2:09,13,3,0,3,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,7,Light Heavyweight,205,Reese Andy,Matt Hamill,loss,KO/TKO  Punches,2,2:19,34,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,7,Light Heavyweight,205,Matt Hamill,Reese Andy,win,KO/TKO  Punches,2,2:19,40,1,0,1,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,8,Welterweight,170,Ryo Chonan,Brad Blackburn,loss,U-DEC,3,5:00,63,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,8,Welterweight,170,Brad Blackburn,Ryo Chonan,win,U-DEC,3,5:00,79,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,9,Heavyweight,265,Pat Barry,Dan Evensen,win,KO/TKO  Kicks,1,2:36,6,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
UFC 92: The Ultimate 2008,2008-12-27,9,Heavyweight,265,Dan Evensen,Pat Barry,loss,KO/TKO  Kicks,1,2:36,0,0,0,0,http://www.fightmetric.com/event-details/23ab42947c1990e3
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,0,Lightweight,155,Efrain Escudero,Phillipe Nover,win,U-DEC,3,5:00,27,7,0,5,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,0,Lightweight,155,Phillipe Nover,Efrain Escudero,loss,U-DEC,3,5:00,20,0,2,1,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,1,Light Heavyweight,205,Ryan Bader,Vinny Magalhaes,win,KO/TKO  Punch,1,2:18,15,0,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,1,Light Heavyweight,205,Vinny Magalhaes,Ryan Bader,loss,KO/TKO  Punch,1,2:18,4,0,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,2,Welterweight,170,Anthony Johnson,Kevin Burns,win,KO/TKO  Kick,3,0:28,35,3,0,2,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,2,Welterweight,170,Kevin Burns,Anthony Johnson,loss,KO/TKO  Kick,3,0:28,17,0,2,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,3,Middleweight,185,Wilson Gouveia,Jason MacDonald,win,KO/TKO  Elbow,1,2:18,18,0,0,1,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,3,Middleweight,185,Jason MacDonald,Wilson Gouveia,loss,KO/TKO  Elbow,1,2:18,6,1,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,4,Lightweight,155,Junie Browning,David Kaplan,win,SUB  Armbar,2,1:32,31,2,2,6,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,4,Lightweight,155,Dave Kaplan,Junie Browning,loss,SUB  Armbar,2,1:32,12,2,1,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,5,Light Heavyweight,205,Krzysztof Soszynski,Shane Primm,win,SUB  Kimura,2,3:27,19,0,1,4,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,5,Light Heavyweight,205,Shane Primm,Krzysztof Soszynski,loss,SUB  Kimura,2,3:27,7,1,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,6,Light Heavyweight,205,Eliot Marshall,Jules Bruchez,win,SUB  Rear Naked Choke,1,1:27,8,1,2,3,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,6,Light Heavyweight,205,Jules Bruchez,Eliot Marshall,loss,SUB  Rear Naked Choke,1,1:27,1,0,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,7,Light Heavyweight,205,Kyle Kingsbury,Tom Lawlor,loss,U-DEC,3,5:00,10,0,0,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,7,Light Heavyweight,205,Tom Lawlor,Kyle Kingsbury,win,U-DEC,3,5:00,14,7,0,2,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,8,Lightweight,155,George Roop,Shane Nelson,loss,S-DEC,3,5:00,21,1,0,1,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,8,Lightweight,155,Shane Nelson,George Roop,win,S-DEC,3,5:00,10,3,2,4,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,9,Lightweight,155,Rolando Delgado,John Polakowski,win,SUB  Guillotine Choke,2,2:18,15,1,3,4,http://www.fightmetric.com/event-details/ea398c802d9998ee
The Ultimate Fighter Finale: Team Nog vs Team Mir,2008-12-13,9,Lightweight,155,John Polakowski,Rolando Delgado,loss,SUB  Guillotine Choke,2,2:18,1,0,1,0,http://www.fightmetric.com/event-details/ea398c802d9998ee
