Event,Date,Fight Number,Division,Weightclass,Fighter,Opponent,Result,Method,Round,Time,Sig Strikes,Takedowns,Sub Attempts,Guard Passes,Url
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,0,Lightweight,155,Diego Sanchez,Clay Guida,win,S-DEC,3,5:00,68,1,3,1,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,0,Lightweight,155,Clay Guida,Diego Sanchez,loss,S-DEC,3,5:00,29,2,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,1,Welterweight,170,James Wilks,DaMarques Johnson,win,SUB  Rear Naked Choke,1,4:54,17,2,8,1,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,1,Welterweight,170,DaMarques Johnson,James Wilks,loss,SUB  Rear Naked Choke,1,4:54,13,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,2,Welterweight,170,Chris Lytle,Kevin Burns,win,U-DEC,3,5:00,101,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,2,Welterweight,170,Kevin Burns,Chris Lytle,loss,U-DEC,3,5:00,69,1,0,1,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,3,Lightweight,155,Ross Pearson,Andre Winner,win,U-DEC,3,5:00,74,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,3,Lightweight,155,Andre Winner,Ross Pearson,loss,U-DEC,3,5:00,46,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,4,Lightweight,155,Joe Stevenson,Nate Diaz,win,U-DEC,3,5:00,27,8,1,3,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,4,Lightweight,155,Nate Diaz,Joe Stevenson,loss,U-DEC,3,5:00,6,1,4,1,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,5,Lightweight,155,Melvin Guillard,Gleison Tibau,win,S-DEC,3,5:00,13,1,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,5,Lightweight,155,Gleison Tibau,Melvin Guillard,loss,S-DEC,3,5:00,14,6,0,6,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,6,Welterweight,170,Brad Blackburn,Edgar Garcia,win,S-DEC,3,5:00,66,0,1,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,6,Welterweight,170,Edgar Garcia,Brad Blackburn,loss,S-DEC,3,5:00,39,1,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,7,Light Heavyweight,205,Mike Ciesnolevicz,Tomasz Drwal,loss,KO/TKO  Knee,1,4:48,3,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,7,Light Heavyweight,205,Tomasz Drwal,Mike Ciesnolevicz,win,KO/TKO  Knee,1,4:48,27,4,0,4,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,8,Welterweight,170,Frank Lester,Nick Osipczak,loss,SUB  Rear Naked Choke,1,3:40,8,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,8,Welterweight,170,Nick Osipczak,Frank Lester,win,SUB  Rear Naked Choke,1,3:40,14,1,1,1,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,9,Lightweight,155,Jason Dent,Cameron Dollar,win,SUB  Anaconda Choke,1,4:46,14,0,1,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
The Ultimate Fighter: Team US vs Team UK Finale,2009-06-20,9,Lightweight,155,Cameron Dollar,Jason Dent,loss,SUB  Anaconda Choke,1,4:46,24,0,0,0,http://www.fightmetric.com/event-details/4908c5ee68a50ee5
UFC 99: The Comeback,2009-06-13,0,Catch Weight,0,Rich Franklin,Wanderlei Silva,win,U-DEC,3,5:00,52,1,0,2,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,0,Catch Weight,0,Wanderlei Silva,Rich Franklin,loss,U-DEC,3,5:00,38,1,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,1,Heavyweight,265,Cain Velasquez,Cheick Kongo,win,U-DEC,3,5:00,29,7,2,11,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,1,Heavyweight,265,Cheick Kongo,Cain Velasquez,loss,U-DEC,3,5:00,21,1,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,2,Heavyweight,265,"Mirko ""Cro Cop"" Filipovic",Mostapha Al-Turk,win,KO/TKO  Punches,1,3:06,16,1,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,2,Heavyweight,265,Mostapha Al Turk,Mirko Cro Cop,loss,KO/TKO  Punches,1,3:06,7,0,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,3,Welterweight,170,Mike Swick,Ben Saunders,win,KO/TKO  Punches,2,3:47,10,1,1,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,3,Welterweight,170,Ben Saunders,Mike Swick,loss,KO/TKO  Punches,2,3:47,17,0,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,4,Lightweight,155,Spencer Fisher,Caol Uno,win,U-DEC,3,5:00,62,1,0,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,4,Lightweight,155,Caol Uno,Spencer Fisher,loss,U-DEC,3,5:00,24,3,0,3,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,5,Welterweight,170,Marcus Davis,Dan Hardy,loss,S-DEC,3,5:00,19,2,3,2,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,5,Welterweight,170,Dan Hardy,Marcus Davis,win,S-DEC,3,5:00,28,1,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,6,Lightweight,155,Justin Buchholz,Terry Etim,loss,SUB  D'Arce Choke,2,2:38,23,0,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,6,Lightweight,155,Terry Etim,Justin Buchholz,win,SUB  D'Arce Choke,2,2:38,27,0,3,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,7,Lightweight,155,Dale Hartt,Dennis Siver,loss,SUB  Rear Naked Choke,1,3:23,5,1,0,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,7,Lightweight,155,Dennis Siver,Dale Hartt,win,SUB  Rear Naked Choke,1,3:23,8,0,2,2,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,8,Middleweight,185,Peter Sobotta,Paul Taylor,loss,U-DEC,3,5:00,18,2,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,8,Middleweight,185,Paul Taylor,Peter Sobotta,win,U-DEC,3,5:00,46,0,0,3,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,9,Lightweight,155,Rolando Delgado,Paul Kelly,loss,U-DEC,3,5:00,14,1,3,3,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,9,Lightweight,155,Paul Kelly,Rolando Delgado,win,U-DEC,3,5:00,32,1,2,4,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,10,Heavyweight,265,Denis Stojnic,Stefan Struve,loss,SUB  Rear Naked Choke,2,2:37,16,0,0,0,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,10,Heavyweight,265,Stefan Struve,Denis Stojnic,win,SUB  Rear Naked Choke,2,2:37,4,0,7,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,11,Welterweight,170,John Hathaway,Rick Story,win,U-DEC,3,5:00,31,4,3,3,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 99: The Comeback,2009-06-13,11,Welterweight,170,Rick Story,John Hathaway,loss,U-DEC,3,5:00,21,4,5,1,http://www.fightmetric.com/event-details/cb6783c39c01d896
UFC 98: Evans vs Machida,2009-05-23,0,Light Heavyweight,205,Lyoto Machida,Rashad Evans,win,KO/TKO  Punch,2,3:57,28,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,0,Light Heavyweight,205,Rashad Evans,Lyoto Machida,loss,KO/TKO  Punch,2,3:57,4,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,1,Welterweight,170,Matt Hughes,Matt Serra,win,U-DEC,3,5:00,34,3,0,4,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,1,Welterweight,170,Matt Serra,Matt Hughes,loss,U-DEC,3,5:00,14,1,0,1,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,2,Middleweight,185,Drew McFedries,Xavier Foupa-Pokam,win,KO/TKO  Punches,1,0:37,8,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,2,Middleweight,185,Xavier Foupa-Pokam,Drew McFedries,loss,KO/TKO  Punches,1,0:37,0,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,3,Middleweight,185,Chael Sonnen,Dan Miller,win,U-DEC,3,5:00,36,3,0,2,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,3,Middleweight,185,Dan Miller,Chael Sonnen,loss,U-DEC,3,5:00,9,0,2,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,4,Lightweight,155,Frankie Edgar,Sean Sherk,win,U-DEC,3,5:00,74,1,1,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,4,Lightweight,155,Sean Sherk,Frankie Edgar,loss,U-DEC,3,5:00,27,1,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,5,Welterweight,170,Brock Larson,Mike Pyle,win,SUB  Arm Triangle,1,3:06,4,1,1,2,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,5,Welterweight,170,Mike Pyle,Brock Larson,loss,SUB  Arm Triangle,1,3:06,1,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,6,Heavyweight,265,Tim Hague,Pat Barry,win,SUB  Guillotine Choke,1,1:42,0,1,1,1,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,6,Heavyweight,265,Pat Barry,Tim Hague,loss,SUB  Guillotine Choke,1,1:42,3,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,7,Lightweight,155,Kyle Bradley,Phillipe Nover,win,KO/TKO  Punches,1,1:03,7,1,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,7,Lightweight,155,Phillipe Nover,Kyle Bradley,loss,KO/TKO  Punches,1,1:03,3,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,8,Light Heavyweight,205,Andre Gusmao,Krzysztof Soszynski,loss,KO/TKO  Punch,1,3:17,17,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,8,Light Heavyweight,205,Krzysztof Soszynski,Andre Gusmao,win,KO/TKO  Punch,1,3:17,18,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,9,Welterweight,170,Brandon Wolff,Yoshiyuki Yoshida,loss,SUB  Guillotine Choke,1,2:24,2,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,9,Welterweight,170,Yoshiyuki Yoshida,Brandon Wolff,win,SUB  Guillotine Choke,1,2:24,4,0,1,1,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,10,Lightweight,155,George Roop,David Kaplan,win,S-DEC,3,5:00,62,0,0,0,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 98: Evans vs Machida,2009-05-23,10,Lightweight,155,Dave Kaplan,George Roop,loss,S-DEC,3,5:00,50,5,0,2,http://www.fightmetric.com/event-details/c4b6099f0d25f75e
UFC 97: Redemption,2009-04-18,0,Middleweight,185,Anderson Silva,Thales Leites,win,U-DEC,5,5:00,94,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,0,Middleweight,185,Thales Leites,Anderson Silva,loss,U-DEC,5,5:00,10,1,0,1,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,1,Lightweight,155,Sam Stout,Matt Wiman,win,U-DEC,3,5:00,62,0,0,1,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,1,Lightweight,155,Matt Wiman,Sam Stout,loss,U-DEC,3,5:00,46,4,2,1,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,2,Light Heavyweight,205,"Mauricio ""Shogun"" Rua",Chuck Liddell,win,KO/TKO  Punch,1,4:28,24,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,2,Light Heavyweight,205,Chuck Liddell,Mauricio Rua,loss,KO/TKO  Punch,1,4:28,8,1,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,3,Light Heavyweight,205,Krzysztof Soszynski,Brian Stann,win,SUB  Kimura,1,3:53,3,2,2,4,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,3,Light Heavyweight,205,Brian Stann,Krzysztof Soszynski,loss,SUB  Kimura,1,3:53,8,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,4,Heavyweight,265,Cheick Kongo,Antoni Hardonk,win,KO/TKO  Punches,2,2:29,53,2,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,4,Heavyweight,265,Antoni Hardonk,Cheick Kongo,loss,KO/TKO  Punches,2,2:29,9,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,5,Light Heavyweight,205,Steve Cantwell,Luiz Cane,loss,U-DEC,3,5:00,69,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,5,Light Heavyweight,205,Luiz Cane,Steve Cantwell,win,U-DEC,3,5:00,87,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,6,Middleweight,185,Xavier Foupa-Pokam,Denis Kang,loss,U-DEC,3,5:00,23,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,6,Middleweight,185,Denis Kang,Xavier Foupa-Pokam,win,U-DEC,3,5:00,31,5,1,7,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,7,Middleweight,185,Jason MacDonald,Nate Quarry,loss,KO/TKO  Elbows,1,2:27,1,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,7,Middleweight,185,Nate Quarry,Jason MacDonald,win,KO/TKO  Elbows,1,2:27,16,1,0,1,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,8,Middleweight,185,David Loiseau,Ed Herman,loss,U-DEC,3,5:00,6,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,8,Middleweight,185,Ed Herman,David Loiseau,win,U-DEC,3,5:00,71,5,0,9,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,9,Lightweight,155,David Bielkheden,Mark Bocek,loss,SUB  Rear Naked Choke,1,4:57,4,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,9,Lightweight,155,Mark Bocek,David Bielkheden,win,SUB  Rear Naked Choke,1,4:57,20,1,1,6,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,10,Welterweight,170,Ryo Chonan,TJ Grant,loss,S-DEC,3,5:00,31,2,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,10,Welterweight,170,TJ Grant,Ryo Chonan,win,S-DEC,3,5:00,34,3,0,7,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,11,Light Heavyweight,205,Eliot Marshall,Vinny Magalhaes,win,U-DEC,3,5:00,44,0,0,0,http://www.fightmetric.com/event-details/1652f3213655b935
UFC 97: Redemption,2009-04-18,11,Light Heavyweight,205,Vinny Magalhaes,Eliot Marshall,loss,U-DEC,3,5:00,34,2,0,3,http://www.fightmetric.com/event-details/1652f3213655b935
UFC Fight Night: Condit vs Kampmann,2009-04-01,0,Welterweight,170,Martin Kampmann,Carlos Condit,win,S-DEC,3,5:00,26,5,6,3,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,0,Welterweight,170,Carlos Condit,Martin Kampmann,loss,S-DEC,3,5:00,35,3,3,4,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,1,Light Heavyweight,205,Ryan Bader,Carmelo Marrero,win,U-DEC,3,5:00,24,5,2,10,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,1,Light Heavyweight,205,Carmelo Marrero,Ryan Bader,loss,U-DEC,3,5:00,9,0,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,2,Lightweight,155,Tyson Griffin,Rafael Dos Anjos,win,U-DEC,3,5:00,69,1,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,2,Lightweight,155,Rafael Dos Anjos,Tyson Griffin,loss,U-DEC,3,5:00,26,0,3,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,3,Lightweight,155,Cole Miller,Junie Browning,win,SUB  Guillotine Choke,1,1:58,3,0,1,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,3,Lightweight,155,Junie Browning,Cole Miller,loss,SUB  Guillotine Choke,1,1:58,1,0,0,1,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,4,Lightweight,155,Gleison Tibau,Jeremy Stephens,win,U-DEC,3,5:00,7,5,3,9,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,4,Lightweight,155,Jeremy Stephens,Gleison Tibau,loss,U-DEC,3,5:00,23,0,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,5,Middleweight,185,Ricardo Almeida,Matt Horwich,win,U-DEC,3,5:00,41,9,1,3,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,5,Middleweight,185,Matt Horwich,Ricardo Almeida,loss,U-DEC,3,5:00,25,0,3,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,6,Welterweight,170,Brock Larson,Jesse Sanders,win,SUB  Rear Naked Choke,1,2:01,13,1,1,2,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,6,Welterweight,170,Jesse Sanders,Brock Larson,loss,SUB  Rear Naked Choke,1,2:01,0,0,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,7,Middleweight,185,Tim Credeur,Nick Catone,win,SUB  Guillotine Choke,2,3:45,9,0,7,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,7,Middleweight,185,Nick Catone,Tim Credeur,loss,SUB  Guillotine Choke,2,3:45,19,3,0,3,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,8,Middleweight,185,Nissen Osterneck,Jorge Rivera,loss,S-DEC,3,5:00,35,1,1,2,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,8,Middleweight,185,Jorge Rivera,Nissen Osterneck,win,S-DEC,3,5:00,29,4,0,1,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,9,Middleweight,185,Joe Vedepo,Rob Kimmons,loss,SUB  Guillotine Choke,1,1:54,4,1,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,9,Middleweight,185,Rob Kimmons,Joe Vedepo,win,SUB  Guillotine Choke,1,1:54,7,0,2,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,10,Middleweight,185,Aaron Simpson,Tim McKenzie,win,KO/TKO  Punches,1,1:40,16,1,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC Fight Night: Condit vs Kampmann,2009-04-01,10,Middleweight,185,Tim McKenzie,Aaron Simpson,loss,KO/TKO  Punches,1,1:40,1,0,0,0,http://www.fightmetric.com/event-details/04d5718ed2661e8c
UFC 96: Jackson vs Jardine,2009-03-07,0,Light Heavyweight,205,"Quinton ""Rampage"" Jackson",Keith Jardine,win,U-DEC,3,5:00,56,2,0,1,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,0,Light Heavyweight,205,Keith Jardine,Rampage Jackson,loss,U-DEC,3,5:00,64,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,1,Heavyweight,265,Shane Carwin,Gabriel Gonzaga,win,KO/TKO  Punch,1,1:09,4,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,1,Heavyweight,265,Gabriel Gonzaga,Shane Carwin,loss,KO/TKO  Punch,1,1:09,5,1,0,1,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,2,Welterweight,170,Matt Brown,Pete Sell,win,KO/TKO  Punches,1,1:32,24,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,2,Welterweight,170,Pete Sell,Matt Brown,loss,KO/TKO  Punches,1,1:32,0,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,3,Light Heavyweight,205,Matt Hamill,Mark Munoz,win,KO/TKO  Kick,1,3:53,23,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,3,Light Heavyweight,205,Mark Munoz,Matt Hamill,loss,KO/TKO  Kick,1,3:53,14,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,4,Lightweight,155,Gray Maynard,Jim Miller,win,U-DEC,3,5:00,37,1,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,4,Lightweight,155,Jim Miller,Gray Maynard,loss,U-DEC,3,5:00,25,0,1,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,5,Welterweight,170,Tamdan McCrory,Ryan Madigan,win,KO/TKO  Elbows,1,3:35,12,1,0,5,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,5,Welterweight,170,Ryan Madigan,Tamdan McCrory,loss,KO/TKO  Elbows,1,3:35,0,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,6,Middleweight,185,Kendall Grove,Jason Day,win,KO/TKO  Punch,1,1:32,10,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,6,Middleweight,185,Jason Day,Kendall Grove,loss,KO/TKO  Punch,1,1:32,6,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,7,Light Heavyweight,205,Tim Boetsch,Jason Brilz,loss,U-DEC,3,5:00,27,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,7,Light Heavyweight,205,Jason Brilz,Tim Boetsch,win,U-DEC,3,5:00,34,4,1,6,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,8,Light Heavyweight,205,Michael Patt,Brandon Vera,loss,KO/TKO  Kicks,2,1:27,5,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,8,Light Heavyweight,205,Brandon Vera,Michael Patt,win,KO/TKO  Kicks,2,1:27,32,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,9,Lightweight,155,Shane Nelson,Aaron Riley,win,KO/TKO  Punch,1,0:44,5,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 96: Jackson vs Jardine,2009-03-07,9,Lightweight,155,Aaron Riley,Shane Nelson,loss,KO/TKO  Punch,1,0:44,4,0,0,0,http://www.fightmetric.com/event-details/29b5791e51e7e832
UFC 95: Sanchez vs Stevenson,2009-02-21,0,Lightweight,155,Diego Sanchez,Joe Stevenson,win,U-DEC,3,5:00,91,1,1,1,http://www.fightmetric.com/event-details/7d21de9c6d7c98b2
